run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000292000,0.000291478
2,1,1,0.000276000,0.000275794
3,2,1,0.000290000,0.000289709
4,3,1,0.000297000,0.000296836
5,4,1,0.000313000,0.000312723
6,5,1,0.000353000,0.000352803
7,6,1,0.000294000,0.000293403
8,7,1,0.000287000,0.000287184
9,8,1,0.000275000,0.000275240
10,9,1,0.000294000,0.000293832
11,10,1,0.000270000,0.000269237
12,11,1,0.000298000,0.000297266
13,12,1,0.000274000,0.000273763
14,13,1,0.000273000,0.000273082
15,14,1,0.000272000,0.000271313
16,15,1,0.000264000,0.000263668
17,16,1,0.000273000,0.000272598
18,17,1,0.000304000,0.000304208
19,18,1,0.000318000,0.000318277
20,19,1,0.000286000,0.000285553
