run,seed,success,cpu_seconds,wall_seconds
1,0,0,120.471829000,120.475229840
2,1,0,120.568296000,120.571398015
3,2,0,121.478209000,121.480943740
4,3,0,120.578213000,120.581182759
5,4,0,121.071092000,121.073823390
6,5,0,120.708480000,120.711359769
7,6,0,118.760175000,118.762688756
8,7,0,120.461241000,120.463672520
9,8,0,120.969562000,120.972055604
10,9,0,120.009018000,120.011537025
11,10,0,120.682949000,120.685569030
12,11,0,121.253563000,121.256395147
13,12,0,120.804461000,120.807051932
14,13,0,120.384999000,120.390569079
15,14,0,121.211468000,121.214024905
16,15,0,120.991840000,120.993906562
17,16,0,121.189363000,121.192086212
18,17,0,119.270944000,119.273943496
19,18,0,120.681391000,120.684314223
20,19,0,120.331403000,120.334458378
