run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000130000,0.000129440
2,1,1,0.000109000,0.000108180
3,2,1,0.000106000,0.000105275
4,3,1,0.000097000,0.000096955
5,4,1,0.000104000,0.000102857
6,5,1,0.000095000,0.000094562
7,6,1,0.000101000,0.000101472
8,7,1,0.000093000,0.000092580
9,8,1,0.000100000,0.000099803
10,9,1,0.000107000,0.000106608
11,10,1,0.000098000,0.000098155
12,11,1,0.000109000,0.000108690
13,12,1,0.000116000,0.000115321
14,13,1,0.000111000,0.000110853
15,14,1,0.000122000,0.000120788
16,15,1,0.000095000,0.000094485
17,16,1,0.000102000,0.000102133
18,17,1,0.000098000,0.000097794
19,18,1,0.000114000,0.000113742
20,19,1,0.000094000,0.000092977
