run,seed,success,cpu_seconds,wall_seconds
1,0,0,85.823334000,85.825156279
2,1,0,85.759523000,85.761519748
3,2,0,84.734661000,84.737020491
4,3,0,84.108695000,84.110331875
5,4,0,85.308179000,85.310993983
6,5,0,84.241686000,84.243273783
7,6,0,85.361028000,85.362620989
8,7,0,84.987142000,84.989590658
9,8,0,85.195630000,85.197181330
10,9,0,85.378096000,85.380302097
11,10,0,85.404181000,85.406139962
12,11,0,84.809321000,84.810756787
13,12,0,85.494935000,85.497060800
14,13,0,84.900383000,84.901881477
15,14,0,85.009962000,85.011665366
16,15,0,85.289833000,85.291422391
17,16,0,83.794791000,83.796370717
18,17,0,84.773024000,84.775159245
19,18,0,84.744894000,84.750503179
20,19,0,84.001547000,84.003275541
