run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000038000,0.000037426
2,1,1,0.000016000,0.000015823
3,2,1,0.000017000,0.000017223
4,3,1,0.000019000,0.000018244
5,4,1,0.000016000,0.000016215
6,5,1,0.000018000,0.000016920
7,6,1,0.000016000,0.000015294
8,7,1,0.000016000,0.000015461
9,8,1,0.000016000,0.000016002
10,9,1,0.000012000,0.000012223
11,10,1,0.000016000,0.000016064
12,11,1,0.000016000,0.000015440
13,12,1,0.000015000,0.000014422
14,13,1,0.000016000,0.000015627
15,14,1,0.000014000,0.000014642
16,15,1,0.000015000,0.000015097
17,16,1,0.000015000,0.000015663
18,17,1,0.000016000,0.000015633
19,18,1,0.000014000,0.000013678
20,19,1,0.000013000,0.000013666
