run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000072000,0.000070581
2,1,1,0.000053000,0.000052602
3,2,1,0.000032000,0.000032094
4,3,1,0.000020000,0.000020159
5,4,1,0.000075000,0.000075677
6,5,1,0.000019000,0.000019030
7,6,1,0.000033000,0.000033028
8,7,1,0.000078000,0.000077856
9,8,1,0.000079000,0.000078878
10,9,1,0.000033000,0.000032190
11,10,1,0.000020000,0.000019391
12,11,1,0.000025000,0.000025300
13,12,1,0.000031000,0.000030863
14,13,1,0.000016000,0.000016165
15,14,1,0.000041000,0.000040823
16,15,1,0.000017000,0.000016646
17,16,1,0.000018000,0.000018642
18,17,1,0.000022000,0.000022096
19,18,1,0.000039000,0.000039255
20,19,1,0.000021000,0.000020436
