run,seed,success,cpu_seconds,wall_seconds
1,0,0,55.491061000,55.492301721
2,1,0,55.528011000,55.528680890
3,2,0,55.470806000,55.472048579
4,3,0,55.655137000,55.656352775
5,4,0,55.600700000,55.602071827
6,5,0,55.627192000,55.628444289
7,6,0,55.589737000,55.590986015
8,7,0,55.552788000,55.553984629
9,8,0,55.607636000,55.608876593
10,9,0,55.712594000,55.713839057
11,10,0,55.724764000,55.726154666
12,11,0,55.408566000,55.409221137
13,12,0,55.565459000,55.566893873
14,13,0,55.534348000,55.535616290
15,14,0,55.688762000,55.694182621
16,15,0,55.458649000,55.460417729
17,16,0,55.656312000,55.658120173
18,17,0,55.476297000,55.477632191
19,18,0,55.488724000,55.490104600
20,19,0,55.471315000,55.472595707
