run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000087000,0.000086455
2,1,1,0.000065000,0.000064338
3,2,1,0.000068000,0.000067144
4,3,1,0.000067000,0.000067342
5,4,1,0.000064000,0.000063348
6,5,1,0.000077000,0.000077594
7,6,1,0.000067000,0.000067402
8,7,1,0.000062000,0.000061937
9,8,1,0.000068000,0.000068493
10,9,1,0.000068000,0.000067901
11,10,1,0.000059000,0.000058826
12,11,1,0.000062000,0.000062339
13,12,1,0.000075000,0.000074695
14,13,1,0.000067000,0.000066803
15,14,1,0.000065000,0.000064658
16,15,1,0.000073000,0.000072875
17,16,1,0.000071000,0.000071178
18,17,1,0.000065000,0.000064800
19,18,1,0.000062000,0.000062285
20,19,1,0.000064000,0.000063571
