run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000083000,0.000081196
2,1,1,0.000068000,0.000067078
3,2,1,0.000068000,0.000067525
4,3,1,0.000077000,0.000077230
5,4,1,0.000072000,0.000071944
6,5,1,0.000071000,0.000070725
7,6,1,0.000055000,0.000054749
8,7,1,0.000059000,0.000059427
9,8,1,0.000062000,0.000061564
10,9,1,0.000073000,0.000072217
11,10,1,0.000066000,0.000065164
12,11,1,0.000069000,0.000068744
13,12,1,0.000063000,0.000062548
14,13,1,0.000114000,0.000114005
15,14,1,0.000068000,0.000068067
16,15,1,0.000076000,0.000075704
17,16,1,0.000073000,0.000072802
18,17,1,0.000069000,0.000068024
19,18,1,0.000064000,0.000063570
20,19,1,0.000063000,0.000063611
