run,seed,success,cpu_seconds,wall_seconds
1,0,0,70.491915000,70.494002990
2,1,0,70.643224000,70.645145930
3,2,0,70.556523000,70.558575290
4,3,0,70.750369000,70.752473244
5,4,0,70.437761000,70.439644133
6,5,0,70.762517000,70.764910143
7,6,0,70.755791000,70.757678359
8,7,0,70.555417000,70.557245922
9,8,0,70.629109000,70.631085204
10,9,0,70.647068000,70.648942380
11,10,0,70.743026000,70.745067502
12,11,0,70.602511000,70.604502494
13,12,0,70.391660000,70.394252006
14,13,0,70.659309000,70.661363651
15,14,0,70.841418000,70.843384505
16,15,0,70.532477000,70.537968659
17,16,0,70.753636000,70.755715378
18,17,0,70.677725000,70.679792783
19,18,0,70.526052000,70.527921597
20,19,0,70.522125000,70.526016933
