run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000123000,0.000122849
2,1,1,0.000029000,0.000028661
3,2,1,0.000027000,0.000027215
4,3,1,0.000026000,0.000025897
5,4,1,0.000021000,0.000021467
6,5,1,0.000021000,0.000020892
7,6,1,0.000020000,0.000019681
8,7,1,0.000022000,0.000021782
9,8,1,0.000021000,0.000020660
10,9,1,0.000018000,0.000018564
11,10,1,0.000021000,0.000020725
12,11,1,0.000020000,0.000020126
13,12,1,0.000019000,0.000019452
14,13,1,0.000018000,0.000018250
15,14,1,0.000018000,0.000017883
16,15,1,0.000019000,0.000018962
17,16,1,0.000016000,0.000016203
18,17,1,0.000018000,0.000018042
19,18,1,0.000018000,0.000017922
20,19,1,0.000019000,0.000019151
