name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,timed_out,optimality_proven,run_id,source_sha,source_dirty,input_sha256,binary_sha256,command,host,platform,compiler,runner_versions,concurrency,recorded_at,solver,solver_seed,method,time_limit,incremental,incremental_variable,symmetry_breaking,pairwise,width
c21_4_d1.col,21,102,12,336,1468,OPTIMAL,9,0.00206527,0.00213483,0.0042001,51.12891,0,1,3,509f41020245d12b4e03b0c6681826c72245d1f3,FALSE,19dd5b83496200f38741c1f02f9fc646d0eae6d2a435789be0650d1e3455d42b,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_4_d1.col 2L -t 3600 --use-symmetry-breaking,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-15T14:21:38.857491+07:00,CaDiCaL,0,2L,3600,FALSE,,TRUE,FALSE,
c21_4_d2.col,21,102,12,336,1468,OPTIMAL,9,0.00204791,0.00209625,0.00414416,51.12891,0,1,3,509f41020245d12b4e03b0c6681826c72245d1f3,FALSE,dcae409f3fa775f5d64e2a1c13109513f71b4261ac6646fa06061715bb34c40c,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_4_d2.col 2L -t 3600 --use-symmetry-breaking,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-15T14:21:38.964059+07:00,CaDiCaL,0,2L,3600,FALSE,,TRUE,FALSE,
c21_5_d1.col,21,102,8,252,1096,OPTIMAL,7,0.000872038,0.00124784,0.00211988,51.12891,0,1,3,509f41020245d12b4e03b0c6681826c72245d1f3,FALSE,9b48d14af7b6c13caa07b34bb084a2f18f2bbe1f27e4357c5d1d30b214e43ba0,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_5_d1.col 2L -t 3600 --use-symmetry-breaking,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-15T14:21:39.068277+07:00,CaDiCaL,0,2L,3600,FALSE,,TRUE,FALSE,
c21_5_d2.col,21,102,8,252,1096,OPTIMAL,7,0.0010901,0.00115012,0.00224021,50.94141,0,1,3,509f41020245d12b4e03b0c6681826c72245d1f3,FALSE,bfa272eb474be3d829f6ae72dc0b350e3cc16cae91bd5b0268f9d7d42e029bdf,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_5_d2.col 2L -t 3600 --use-symmetry-breaking,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-15T14:21:39.174741+07:00,CaDiCaL,0,2L,3600,FALSE,,TRUE,FALSE,
c21_6_d1.col,21,102,12,336,1468,OPTIMAL,9,0.00205816,0.00202659,0.00408475,51.12891,0,1,3,509f41020245d12b4e03b0c6681826c72245d1f3,FALSE,67f709a59420aa411b280438ae2a69559cb89dbc2a475e7237b5ff6beb322fc2,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_6_d1.col 2L -t 3600 --use-symmetry-breaking,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-15T14:21:39.284161+07:00,CaDiCaL,0,2L,3600,FALSE,,TRUE,FALSE,
c21_6_d2.col,21,102,12,336,1468,OPTIMAL,9,0.0021283,0.00206041,0.00418871,50.87891,0,1,3,509f41020245d12b4e03b0c6681826c72245d1f3,FALSE,75ba8238057f4be94630617bff4cf631976862699cffdb81bcbe628b6f5af066,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_6_d2.col 2L -t 3600 --use-symmetry-breaking,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-15T14:21:39.391425+07:00,CaDiCaL,0,2L,3600,FALSE,,TRUE,FALSE,
c21_7_d1.col,21,102,8,252,1096,OPTIMAL,7,0.000896374,0.0011669,0.00206327,50.94141,0,1,3,509f41020245d12b4e03b0c6681826c72245d1f3,FALSE,a5740086f18083fcf131d5f89bf75b7673b05dfb0366edb4c45fca95b2789986,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_7_d1.col 2L -t 3600 --use-symmetry-breaking,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-15T14:21:39.495973+07:00,CaDiCaL,0,2L,3600,FALSE,,TRUE,FALSE,
c21_7_d2.col,21,102,8,252,1096,OPTIMAL,7,0.000872572,0.00110756,0.00198013,51.25391,0,1,3,509f41020245d12b4e03b0c6681826c72245d1f3,FALSE,ac84b1b113bb6b57a70caec3bc248b94cc90c0bb1186f65645d78821eb05adbd,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_7_d2.col 2L -t 3600 --use-symmetry-breaking,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-15T14:21:39.602511+07:00,CaDiCaL,0,2L,3600,FALSE,,TRUE,FALSE,
c21_8_d1.col,21,102,12,336,1468,OPTIMAL,9,0.00200393,0.00203569,0.00403961,51.12891,0,1,3,509f41020245d12b4e03b0c6681826c72245d1f3,FALSE,bb8a14faad6327dbd85291090c1bdb4c5568aa8d9d5a7bd53c8654f3ab113224,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_8_d1.col 2L -t 3600 --use-symmetry-breaking,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-15T14:21:39.711917+07:00,CaDiCaL,0,2L,3600,FALSE,,TRUE,FALSE,
c21_8_d2.col,21,102,12,336,1468,OPTIMAL,9,0.00204945,0.002155,0.00420445,51.06641,0,1,3,509f41020245d12b4e03b0c6681826c72245d1f3,FALSE,f5ba7310979dcec808371e784a264f60b7a9480e3c89e6597cce412caf40d991,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_8_d2.col 2L -t 3600 --use-symmetry-breaking,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-15T14:21:39.820768+07:00,CaDiCaL,0,2L,3600,FALSE,,TRUE,FALSE,
c25_1_d3.col,25,134,8,350,1614,OPTIMAL,8,0.000786975,0.00441843,0.00520541,51.12891,0,1,3,509f41020245d12b4e03b0c6681826c72245d1f3,FALSE,1ea6804dc4a8d52338e7935ca90ec544a6f93a27cd092508d5f2a4a4309660a3,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c25_1_d3.col 2L -t 3600 --use-symmetry-breaking,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-15T14:21:39.926987+07:00,CaDiCaL,0,2L,3600,FALSE,,TRUE,FALSE,
c25_1_d4.col,25,134,8,350,1614,OPTIMAL,8,0.000788049,0.00426099,0.00504904,49.22266,0,1,3,509f41020245d12b4e03b0c6681826c72245d1f3,FALSE,eff8f52de9e723400f83c97d0ec2abe45e41b6038672e20a4a4081e4715aca85,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c25_1_d4.col 2L -t 3600 --use-symmetry-breaking,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-15T14:21:40.034236+07:00,CaDiCaL,0,2L,3600,FALSE,,TRUE,FALSE,
c55_1_d1.col,55,362,9,660,3438,OPTIMAL,7,0.00357998,0.00361084,0.00719082,50.94141,0,1,3,509f41020245d12b4e03b0c6681826c72245d1f3,FALSE,483fac5e0df65a27f7312e2883f8f90c17f26d3a7bdd50c333212ca635e3f2e6,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c55_1_d1.col 2L -t 3600 --use-symmetry-breaking,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-15T14:21:40.144240+07:00,CaDiCaL,0,2L,3600,FALSE,,TRUE,FALSE,
c55_2_d2.col,55,362,9,660,3438,OPTIMAL,7,0.00372477,0.00343437,0.00715914,50.69141,0,1,3,509f41020245d12b4e03b0c6681826c72245d1f3,FALSE,7b0078b893aeb838a0f5f0b3ece5f1505f2c0981a98c59561af4c69742a59ad6,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c55_2_d2.col 2L -t 3600 --use-symmetry-breaking,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-15T14:21:40.250697+07:00,CaDiCaL,0,2L,3600,FALSE,,TRUE,FALSE,
