name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,timed_out,optimality_proven,run_id,source_sha,source_dirty,input_sha256,binary_sha256,command,host,platform,compiler,runner_versions,concurrency,recorded_at,solver,solver_seed,method,time_limit,incremental,incremental_variable,symmetry_breaking,pairwise,width
c25_1_d3.col,25,134,8,325,1391,OPTIMAL,8,0.00083748,0.038212,0.0390495,51.11328,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,1ea6804dc4a8d52338e7935ca90ec544a6f93a27cd092508d5f2a4a4309660a3,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c25_1_d3.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T19:40:13.215842+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
c25_1_d4.col,25,134,8,325,1391,OPTIMAL,8,0.000836661,0.0386349,0.0394715,51.11328,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,eff8f52de9e723400f83c97d0ec2abe45e41b6038672e20a4a4081e4715aca85,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c25_1_d4.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T19:40:13.322977+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
c55_1_d1.col,55,362,9,605,3000,OPTIMAL,7,0.00408868,0.00468659,0.00877527,50.30078,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,483fac5e0df65a27f7312e2883f8f90c17f26d3a7bdd50c333212ca635e3f2e6,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c55_1_d1.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T19:40:13.398056+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
c55_2_d2.col,55,362,9,605,3000,OPTIMAL,7,0.00406675,0.00466044,0.00872719,51.11328,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,7b0078b893aeb838a0f5f0b3ece5f1505f2c0981a98c59561af4c69742a59ad6,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c55_2_d2.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T19:40:13.505308+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM100.col,100,547,65,22954,131361,OPTIMAL,50,0.72403,0.990501,1.71453,101.39844,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,91be09009a797c20a68cfb43f78cb01019c2cfdb8915d86e640e95938c315b19,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM100.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T19:40:15.425863+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM100a.col,100,992,92,34236,256008,OPTIMAL,66,2.52684,183.463,185.99,162.00781,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,630c8dde843161518427f8d7ef92d9d1373781a7e028e2918c0070a86261b0f7,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM100a.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T19:43:21.867454+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM100b.col,100,1050,122,37303,285354,OPTIMAL,71,6.36685,153.106,159.473,158.39844,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,14092a37b220ef17894222b959c735f68203286fc653930904fe5f13c3741ce5,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM100b.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T19:46:02.351521+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM110.col,110,638,65,25626,149802,OPTIMAL,50,0.824325,1.39529,2.21962,107.73438,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,2c127a146238aee20765edfcc35a16dc2fd856e5577bfe6afdc859b7dcaddb49,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM110.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T19:46:04.810825+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM110a.col,110,1207,110,39551,315176,OPTIMAL,69,5.27505,199.702,204.977,174.22656,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,9c37e408d641c20a1fc834cdfa27c50a49e532300506da93442ee8f07c8f7d3c,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM110a.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T19:49:30.650360+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM110b.col,110,1256,122,44888,361219,OPTIMAL,77,6.77083,811.244,818.014,203.85156,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,aea172a16bc42de0504b35909d35fce000ded1613c496d28ea719a2d44ba7c51,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM110b.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:03:09.750641+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM120.col,120,773,74,34196,209093,OPTIMAL,59,1.14411,3.80036,4.94447,124.44531,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,26357a9d4e2d8b08cdf055e2a882589f86c22c313fd9674a7f44b405c2aade4a,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM120.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:03:14.934300+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM120a.col,120,1434,110,53365,438919,OPTIMAL,82,4.75308,977.459,982.212,224.05469,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,a920a2c75d8d4fde3a531cb30857d83f245364a0b88d5a18f86336b96bf07ab6,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM120a.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:19:37.813197+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM120b.col,120,1491,124,53831,451420,OPTIMAL,83,7.61084,977.659,985.27,246.0625,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,745355ab3817a87504580de4d77629dce60b8f48ea8fb2c5da33224e8ef92e29,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM120b.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:04.234126+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM20.col,20,20,25,1136,3679,OPTIMAL,21,0.00664149,0.00228371,0.0089252,49.36328,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,08ed5ea76ef3bcb2228f4669162b3aa8c234de6a4dd75c3155a603919bc0167a,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM20.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:04.296987+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM20a.col,20,37,25,1298,4837,OPTIMAL,20,0.00967728,0.002732,0.0124093,51.17578,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,5fe086947cbc99c9630087a727d0c9fe00065a9c4f6d6ebea7115ab4a8c161fb,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM20a.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:04.403256+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM20b.col,20,32,17,715,2498,OPTIMAL,13,0.00494295,0.00145226,0.00639522,51.11328,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,6be144806384554ada26f70be526ed0d42afb61a447cd96f826be5dbcf60288a,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM20b.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:04.500656+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM30.col,30,50,34,2629,10069,OPTIMAL,28,0.0223893,0.00638172,0.028771,51.11328,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,489bd893683e4c3672aba625abb2643d68f9c2a6d3776c9b26400831c548bd51,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM30.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:04.633417+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM30a.col,30,81,33,2887,12642,OPTIMAL,27,0.0279908,0.00651985,0.0345107,50.92578,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,10bfa32a02f1c8633027611fc7eb773d3d5088d3bc49d1419471fc4ca266eca9,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM30a.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:04.745277+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM30b.col,30,81,28,2882,12332,OPTIMAL,26,0.013641,0.00313846,0.0167794,51.11328,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,41e7babfc1e85334f1653ee7e88e11a11b0065ce2d50a72a801b4b00cfe2330a,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM30b.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:04.830507+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM40.col,40,78,34,3775,14938,OPTIMAL,28,0.0342286,0.00825028,0.0424789,50.67578,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,4968db2efd363df2b56fdfbab3c914f8100884884a68f0b07cbbc4e20aa1f192,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM40.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:04.963844+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM40a.col,40,146,51,5946,29002,OPTIMAL,37,0.14095,0.0413065,0.182257,66.05859,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,0bd50dc07b7e234154a3f92e5d2cf1ac6ad83c47badf984a837587fe7c35ca6b,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM40a.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:05.224211+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM40b.col,40,157,41,5327,26326,OPTIMAL,33,0.0793826,0.0312453,0.110628,65.01172,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,1ccb98f8f5e910eb9d4064ba5b23dff42c9067ecd2d40d0879250dbd16181ddf,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM40b.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:05.450302+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM50.col,50,127,37,5076,21500,OPTIMAL,28,0.0762868,0.0140177,0.0903045,65.10547,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,c584455fa3b51a54152148534733fdf90022ccefd515c1770417925f43ef5434,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM50.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:05.633895+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM50a.col,50,238,62,10796,59901,OPTIMAL,50,0.249235,0.419568,0.668803,75.08594,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,09a35a2b65ed3e0dcd221ac73c5adb47901d19e134e9d9ce99d087c064f5b13b,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM50a.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:06.445668+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM50b.col,50,249,55,7649,40783,OPTIMAL,35,0.314642,0.137523,0.452165,70.24219,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,7b21131c086e1fd406658aed26e1d79b31aa8f81bf25493c8658813e81076dca,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM50b.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:07.049105+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM60.col,60,185,37,7605,35172,OPTIMAL,33,0.0583346,0.0135565,0.0718911,50.86328,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,9575aa95916bb0ddb24ac95ceb686ad79834715a8c3c97743905c76227ffa048,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM60.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:07.239218+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM60a.col,60,339,62,13316,78829,OPTIMAL,50,0.323734,0.708152,1.03189,85.14453,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,c6266e394b59107ef80c14a3ed0d8dd4ae62c646238c8358f8080547a85fd68c,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM60a.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:08.341374+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM60b.col,60,366,64,11262,66105,OPTIMAL,41,0.586899,1.19577,1.78267,82.60547,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,8305498f1acbb0e13fc3e5b6756eebb72600bd69b237f5d836248a8d8e040f76,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM60b.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:10.241350+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM70.col,70,267,45,11305,55353,OPTIMAL,38,0.142159,0.0626445,0.204803,71.32031,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,6709158dd6a0c24605665511d543798f2cda198fb9b943c841d842af483b8b5f,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM70.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:10.517993+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM70a.col,70,459,73,19927,126019,OPTIMAL,61,0.528242,2.68481,3.21306,97.27344,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,e256a1a0b8f2637a931d35ffacdb28b715bcafa769a4bbedc21eb991683d0a40,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM70a.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:13.885056+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM70b.col,70,488,77,15819,97234,OPTIMAL,47,1.15891,4.12675,5.28566,93.36328,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,50b43cacfa298b2c9f4c05ca437a5559b357c8348aa59226bf3c2fd9b98b03b8,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM70b.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:19.385338+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM80.col,80,349,55,14073,73627,OPTIMAL,41,0.377498,0.08153,0.459028,78.70703,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,46454b38ff8d83fe0020c6f3e5408c0ca37e868bc79f74749c4a8e555730df9c,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM80.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:20.002640+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
GEOM80a.col,80,612,80,24839,165338,OPTIMAL,63,1.02263,6.24316,7.26579,108.0,0,1,2,509f41020245d12b4e03b0c6681826c72245d1f3,False,f8cd1c510008df8e302411facc59a809be027620b27f632f811c1c94c76d78c9,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM80a.col 'Xa(cache)' -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-18T20:36:27.508466+07:00,CaDiCaL,0,Xa(cache),3600,False,,True,False,fixed
