name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,timed_out,optimality_proven,run_id,source_sha,source_dirty,input_sha256,binary_sha256,command,host,platform,compiler,runner_versions,concurrency,recorded_at,solver,solver_seed,method,time_limit,incremental,incremental_variable,symmetry_breaking,pairwise,width
GEOM20b.col,20,32,17,440,1398,OPTIMAL,13,0.00351301,0.000932135,0.00444514,51.12109,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,6be144806384554ada26f70be526ed0d42afb61a447cd96f826be5dbcf60288a,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM20b.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:07.878360+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM30.col,30,50,34,1800,6753,OPTIMAL,28,0.0180049,0.00426729,0.0222722,50.99609,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,489bd893683e4c3672aba625abb2643d68f9c2a6d3776c9b26400831c548bd51,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM30.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:08.005864+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM30a.col,30,81,33,1740,8054,OPTIMAL,27,0.0219002,0.00780491,0.0297051,50.43359,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,10bfa32a02f1c8633027611fc7eb773d3d5088d3bc49d1419471fc4ca266eca9,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM30a.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:08.120770+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM30b.col,30,81,28,1680,7524,OPTIMAL,26,0.00956436,0.00172874,0.0112931,51.12109,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,41e7babfc1e85334f1653ee7e88e11a11b0065ce2d50a72a801b4b00cfe2330a,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM30b.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:08.205311+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM40.col,40,78,34,2393,9410,OPTIMAL,28,0.0253261,0.00467141,0.0299975,51.12109,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,4968db2efd363df2b56fdfbab3c914f8100884884a68f0b07cbbc4e20aa1f192,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM40.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:08.333209+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM40a.col,40,146,51,3400,18818,OPTIMAL,37,0.110021,0.0255953,0.135617,64.08594,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,0bd50dc07b7e234154a3f92e5d2cf1ac6ad83c47badf984a837587fe7c35ca6b,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM40a.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:08.555517+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM40b.col,40,157,41,3080,17338,OPTIMAL,33,0.0583649,0.0141082,0.0724731,51.24609,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,1ccb98f8f5e910eb9d4064ba5b23dff42c9067ecd2d40d0879250dbd16181ddf,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM40b.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:08.691219+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM50.col,50,127,37,2993,13168,OPTIMAL,28,0.054713,0.00811469,0.0628277,50.49609,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,c584455fa3b51a54152148534733fdf90022ccefd515c1770417925f43ef5434,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM50.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:08.786332+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM50a.col,50,238,62,6250,41717,OPTIMAL,50,0.191533,0.438226,0.629759,71.10938,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,09a35a2b65ed3e0dcd221ac73c5adb47901d19e134e9d9ce99d087c064f5b13b,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM50a.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:09.472394+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM50b.col,50,249,55,4050,26387,OPTIMAL,35,0.239443,0.0791185,0.318562,67.24219,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,7b21131c086e1fd406658aed26e1d79b31aa8f81bf25493c8658813e81076dca,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM50b.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:09.878847+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM60.col,60,185,37,4620,23232,OPTIMAL,33,0.0434327,0.00761329,0.051046,51.12109,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,9575aa95916bb0ddb24ac95ceb686ad79834715a8c3c97743905c76227ffa048,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM60.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:09.992925+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM60a.col,60,339,62,7500,55565,OPTIMAL,50,0.25755,0.6216,0.87915,76.76172,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,c6266e394b59107ef80c14a3ed0d8dd4ae62c646238c8358f8080547a85fd68c,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM60a.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:10.950511+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM60b.col,60,366,64,6000,45057,OPTIMAL,41,0.445594,1.03112,1.47672,75.76562,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,8305498f1acbb0e13fc3e5b6756eebb72600bd69b237f5d836248a8d8e040f76,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM60b.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:12.581880+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM70.col,70,267,45,6580,36453,OPTIMAL,38,0.106459,0.0420325,0.148492,67.15234,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,6709158dd6a0c24605665511d543798f2cda198fb9b943c841d842af483b8b5f,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM70.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:12.835352+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM70a.col,70,459,73,10780,89431,OPTIMAL,61,0.414184,2.64722,3.0614,89.02344,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,e256a1a0b8f2637a931d35ffacdb28b715bcafa769a4bbedc21eb991683d0a40,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM70a.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:15.984462+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM70b.col,70,488,77,8330,67278,OPTIMAL,47,0.891511,3.39585,4.28737,83.57812,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,50b43cacfa298b2c9f4c05ca437a5559b357c8348aa59226bf3c2fd9b98b03b8,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM70b.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:20.396285+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM80.col,80,349,55,8000,49335,OPTIMAL,41,0.28408,0.0496437,0.333724,71.625,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,46454b38ff8d83fe0020c6f3e5408c0ca37e868bc79f74749c4a8e555730df9c,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM80.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:20.817107+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM80a.col,80,612,80,12640,116542,OPTIMAL,63,0.781896,5.85623,6.63813,94.98047,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,f8cd1c510008df8e302411facc59a809be027620b27f632f811c1c94c76d78c9,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM80a.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:27.582799+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM80b.col,80,663,99,12160,115749,OPTIMAL,60,2.05678,6.75194,8.80872,99.76953,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,a8dcc40cfc8d87903196406f815c4d512a7c68e3e966538768a0601bfac7d301,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM80b.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:36.663250+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM90.col,90,441,55,9900,65090,OPTIMAL,46,0.250368,0.0873446,0.337712,73.32422,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,8b99774b70737296ed7b4c8a3ad9ec1827182467166c5e7c93a1c2117473f7cf,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM90.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:37.061441+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM90a.col,90,789,81,14220,143765,OPTIMAL,63,1.03908,11.8612,12.9003,103.69141,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,254a4ba130fad8005c03d2288438d16ff5c3768cb05ebe3b37929f9f3247a1df,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM90a.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T08:59:50.111523+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
GEOM90b.col,90,860,110,15930,170317,OPTIMAL,69,3.13488,55.7777,58.9125,117.73828,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,e293687b9c36702121066f37ac02cf4e8901dbaa3fd5ba7e864b0e00ba74fac3,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM90b.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T09:00:49.507399+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
c21_1_d1.col,21,102,8,231,930,OPTIMAL,7,0.0010697,0.00210735,0.00317705,50.99609,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,f838258c4c693e09ad2cc97943c674fc5b2ee14e0f97961fdfdeb239b8436773,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_1_d1.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T09:00:49.626427+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
c21_1_d2.col,21,102,8,231,930,OPTIMAL,7,0.000979234,0.00213578,0.00311501,51.12109,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,17ff4bba73f02ee89dd3d91ccbca1a01ac0062c8872237c8916bc44590d256d5,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_1_d2.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T09:00:49.732656+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
c21_2_d1.col,21,102,12,315,1886,OPTIMAL,9,0.00322035,0.00175207,0.00497242,51.12109,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,bc5ff196032b38d098ccbb833a33557f397c0d16b5f8a281ddda8141f182fab6,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_2_d1.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T09:00:49.844202+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
c21_2_d2.col,21,102,12,315,1886,OPTIMAL,9,0.00338329,0.00184502,0.00522831,49.87109,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,357f7cf6535a13a2109dbf9d363efff9cc6e0038fccf653c1dafc7e92e00fe01,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_2_d2.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T09:00:49.950075+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
c21_3_d1.col,21,102,8,231,930,OPTIMAL,7,0.00104525,0.00204948,0.00309473,50.93359,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,2765b742e9eb99580ca620c1af200f5de170405ca0f8ef34101dec9696c2f9ee,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_3_d1.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T09:00:50.054143+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
c21_3_d2.col,21,102,8,231,930,OPTIMAL,7,0.000989463,0.00200969,0.00299915,51.12109,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,5274c4b0e9751b679b2b38ab34627c4d1eca543d53c9c4086f61ec64f8ee1c6f,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_3_d2.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T09:00:50.161238+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
c21_4_d1.col,21,102,12,315,1886,OPTIMAL,9,0.00313989,0.00196294,0.00510284,50.93359,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,19dd5b83496200f38741c1f02f9fc646d0eae6d2a435789be0650d1e3455d42b,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_4_d1.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T09:00:50.270016+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
c21_4_d2.col,21,102,12,315,1886,OPTIMAL,9,0.00309161,0.00182638,0.00491798,51.12109,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,dcae409f3fa775f5d64e2a1c13109513f71b4261ac6646fa06061715bb34c40c,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_4_d2.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T09:00:50.374405+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
c21_5_d1.col,21,102,8,231,930,OPTIMAL,7,0.000969358,0.00202112,0.00299048,50.93359,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,9b48d14af7b6c13caa07b34bb084a2f18f2bbe1f27e4357c5d1d30b214e43ba0,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_5_d1.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T09:00:50.479191+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
c21_5_d2.col,21,102,8,231,930,OPTIMAL,7,0.000960532,0.0020317,0.00299223,51.12109,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,bfa272eb474be3d829f6ae72dc0b350e3cc16cae91bd5b0268f9d7d42e029bdf,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_5_d2.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T09:00:50.584108+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
c21_6_d1.col,21,102,12,315,1886,OPTIMAL,9,0.00313514,0.00168878,0.00482392,51.125,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,67f709a59420aa411b280438ae2a69559cb89dbc2a475e7237b5ff6beb322fc2,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_6_d1.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T09:00:50.691091+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
c21_6_d2.col,21,102,12,315,1886,OPTIMAL,9,0.00353444,0.00185803,0.00539247,51.125,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,75ba8238057f4be94630617bff4cf631976862699cffdb81bcbe628b6f5af066,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_6_d2.col X -t 3600 --use-symmetry-breaking --width fixed,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-16T09:00:50.798198+07:00,CaDiCaL,0,X,3600,False,,True,False,fixed
