name,V,E,upper_bound,method,cache,width,incremental,symmetry,pairwise,variables,clauses,solver,status,span,encoding_time,total_solving_time,time_used,memory_usage
c21_1_d1.col,21,105,8,Xa,cache,fixed-width,,True,False,231,948.0,Cadical,OPTIMAL,7,0.00131296,0.00192267,0.00323563,45.91406
c21_1_d2.col,21,105,8,Xa,cache,fixed-width,,True,False,231,948.0,Cadical,OPTIMAL,7,0.00151878,0.0022066,0.00372538,45.30078
c21_2_d1.col,21,105,11,Xa,cache,fixed-width,,True,False,357,2086.0,Cadical,OPTIMAL,9,0.002986,0.00204045,0.00502645,45.36328
c21_2_d2.col,21,105,11,Xa,cache,fixed-width,,True,False,357,2086.0,Cadical,OPTIMAL,9,0.00303652,0.0021967,0.00523321,45.91016
c21_3_d1.col,21,105,8,Xa,cache,fixed-width,,True,False,231,948.0,Cadical,OPTIMAL,7,0.00136344,0.00217121,0.00353465,45.05078
c21_3_d2.col,21,105,8,Xa,cache,fixed-width,,True,False,231,948.0,Cadical,OPTIMAL,7,0.00150447,0.00204122,0.00354569,45.36328
c21_4_d1.col,21,105,11,Xa,cache,fixed-width,,True,False,357,2086.0,Cadical,OPTIMAL,9,0.00260641,0.00229448,0.00490089,45.85156
c21_4_d2.col,21,105,11,Xa,cache,fixed-width,,True,False,357,2086.0,Cadical,OPTIMAL,9,0.00320978,0.00240612,0.0056159,45.30078
c21_5_d1.col,21,105,8,Xa,cache,fixed-width,,True,False,231,948.0,Cadical,OPTIMAL,7,0.00133255,0.00215063,0.00348318,45.85156
c21_5_d2.col,21,105,8,Xa,cache,fixed-width,,True,False,231,948.0,Cadical,OPTIMAL,7,0.00165557,0.00282425,0.00447982,45.78906
c21_6_d1.col,21,105,11,Xa,cache,fixed-width,,True,False,357,2086.0,Cadical,OPTIMAL,9,0.00314661,0.00239171,0.00553832,45.42578
c21_6_d2.col,21,105,11,Xa,cache,fixed-width,,True,False,357,2086.0,Cadical,OPTIMAL,9,0.00396795,0.00340011,0.00736805,45.85156
c21_7_d1.col,21,105,8,Xa,cache,fixed-width,,True,False,231,948.0,Cadical,OPTIMAL,7,0.00137413,0.00202933,0.00340346,45.42188
c21_7_d2.col,21,105,8,Xa,cache,fixed-width,,True,False,231,948.0,Cadical,OPTIMAL,7,0.00171213,0.00287874,0.00459087,45.17578
c21_8_d1.col,21,105,11,Xa,cache,fixed-width,,True,False,357,2086.0,Cadical,OPTIMAL,9,0.00301518,0.00239071,0.00540589,45.85156
c21_8_d2.col,21,105,11,Xa,cache,fixed-width,,True,False,357,2086.0,Cadical,OPTIMAL,9,0.00313114,0.00223146,0.0053626,45.23828
c55_1_d1.col,55,362,8,Xa,cache,fixed-width,,True,False,605,3000.0,Cadical,OPTIMAL,7,0.00504895,0.0068692,0.0119182,45.85156
c55_2_d2.col,55,362,8,Xa,cache,fixed-width,,True,False,605,3000.0,Cadical,OPTIMAL,7,0.0031348,0.00459401,0.00772882,45.85156
GEOM100.col,100,547,64,2G,,,both,False,True,12800,62008.0,Cadical,OPTIMAL,50,0.0162015,0.344831,0.361033,67.57422
GEOM100a.col,100,992,91,2G,,,both,False,True,18200,129172.0,Cadical,OPTIMAL,66,0.0366549,166.813,166.85,128.92188
GEOM100b.col,100,1050,121,2G,,,both,False,True,24200,180450.0,Cadical,OPTIMAL,71,0.0521288,67.8149,67.867,122.73828
GEOM110.col,110,638,64,2G,,,both,False,True,14080,70532.0,Cadical,OPTIMAL,50,0.0189202,0.53682,0.55574,70.36719
GEOM110a.col,110,1207,109,2G,,,both,False,True,23980,183923.0,Cadical,OPTIMAL,69,0.0512912,70.7519,70.8032,123.50781
GEOM110b.col,110,1256,121,2G,,,both,False,True,26620,210056.0,Cadical,OPTIMAL,77,0.0605218,236.243,236.303,139.38281
GEOM120.col,120,773,73,2G,,,both,False,True,17520,93149.0,Cadical,OPTIMAL,59,0.0318171,1.30792,1.33973,75.08594
GEOM120a.col,120,1434,109,2G,,,both,False,True,26160,211866.0,Cadical,OPTIMAL,82,0.0640201,144.368,144.432,139.37109
GEOM120b.col,120,1491,123,2G,,,both,False,True,29520,247233.0,Cadical,OPTIMAL,83,0.0677852,3013.61,3013.68,288.71094
GEOM20.col,20,20,24,2G,,,both,False,True,960,2460.0,Cadical,OPTIMAL,21,0.000796859,0.000908588,0.00170545,45.53906
GEOM20a.col,20,37,24,2G,,,both,False,True,960,2888.0,Cadical,OPTIMAL,20,0.000800107,0.00126929,0.00206939,45.89844
GEOM20b.col,20,32,16,2G,,,both,False,True,640,1852.0,Cadical,OPTIMAL,13,0.000677069,0.000816222,0.00149329,45.40234
GEOM30.col,30,50,33,2G,,,both,False,True,1980,5760.0,Cadical,OPTIMAL,28,0.00231572,0.00456066,0.00687638,45.40234
GEOM30a.col,30,81,32,2G,,,both,False,True,1920,6582.0,Cadical,OPTIMAL,27,0.0025945,0.0041142,0.0067087,45.77344
GEOM30b.col,30,81,27,2G,,,both,False,True,1620,5457.0,Cadical,OPTIMAL,26,0.00187879,0.000963508,0.0028423,45.53516
GEOM40.col,40,78,33,2G,,,both,False,True,2640,8054.0,Cadical,OPTIMAL,28,0.00268158,0.00320407,0.00588565,45.33984
GEOM40a.col,40,146,50,2G,,,both,False,True,4000,15820.0,Cadical,OPTIMAL,37,0.00376383,0.0195233,0.0232871,45.47266
GEOM40b.col,40,157,40,2G,,,both,False,True,3200,12960.0,Cadical,OPTIMAL,33,0.00378089,0.0171238,0.0209047,45.41016
GEOM50.col,50,127,36,2G,,,both,False,True,3600,12172.0,Cadical,OPTIMAL,28,0.00512323,0.00574805,0.0108713,45.41016
GEOM50a.col,50,238,61,2G,,,both,False,True,6100,27268.0,Cadical,OPTIMAL,50,0.00940624,0.251261,0.260667,60.12891
GEOM50b.col,50,249,54,2G,,,both,False,True,5400,25196.0,Cadical,OPTIMAL,35,0.00982346,0.161029,0.170853,57.48438
GEOM60.col,60,185,36,2G,,,both,False,True,4320,15480.0,Cadical,OPTIMAL,33,0.00648084,0.00469348,0.0111743,45.40234
GEOM60a.col,60,339,61,2G,,,both,False,True,7320,35979.0,Cadical,OPTIMAL,50,0.00946196,0.263347,0.272809,61.18359
GEOM60b.col,60,366,63,2G,,,both,False,True,7560,39498.0,Cadical,OPTIMAL,41,0.0100834,0.576668,0.586752,61.03125
GEOM70.col,70,267,44,2G,,,both,False,True,6160,24488.0,Cadical,OPTIMAL,38,0.00639479,0.0208459,0.0272407,45.41016
GEOM70a.col,70,459,72,2G,,,both,False,True,10080,53978.0,Cadical,OPTIMAL,61,0.0159387,2.34918,2.36512,68.00391
GEOM70b.col,70,488,76,2G,,,both,False,True,10640,60398.0,Cadical,OPTIMAL,47,0.0154274,1.43489,1.45032,65.39844
GEOM80.col,80,349,54,2G,,,both,False,True,8640,37166.0,Cadical,OPTIMAL,41,0.0126748,0.0616757,0.0743505,45.83594
GEOM80a.col,80,612,79,2G,,,both,False,True,12640,74908.0,Cadical,OPTIMAL,63,0.0208451,4.96822,4.98907,89.42969
GEOM80b.col,80,663,98,2G,,,both,False,True,15680,99374.0,Cadical,OPTIMAL,60,0.0264435,3.536,3.56245,91.67578
GEOM90.col,90,441,54,2G,,,both,False,True,9720,43974.0,Cadical,OPTIMAL,46,0.0124477,0.0823091,0.0947568,45.66016
GEOM90a.col,90,789,80,2G,,,both,False,True,14400,93450.0,Cadical,OPTIMAL,63,0.0251476,5.35038,5.37553,95.33203
GEOM90b.col,90,860,109,2G,,,both,False,True,19620,136580.0,Cadical,OPTIMAL,69,0.0370654,30.5573,30.5944,112.58594
c21_1_d1.col,21,105,8,2G,,,both,False,True,336,1533.0,Cadical,OPTIMAL,7,0.000528245,0.0038728,0.00440105,45.95703
c21_1_d2.col,21,105,8,2G,,,both,False,True,336,1533.0,Cadical,OPTIMAL,7,0.000537813,0.00527691,0.00581472,45.47266
c21_2_d1.col,21,105,11,2G,,,both,False,True,462,2121.0,Cadical,OPTIMAL,9,0.000541183,0.00339422,0.00393541,45.41016
c21_2_d2.col,21,105,11,2G,,,both,False,True,462,2121.0,Cadical,OPTIMAL,9,0.000549414,0.00328416,0.00383358,45.81641
c21_3_d1.col,21,105,8,2G,,,both,False,True,336,1533.0,Cadical,OPTIMAL,7,0.000529646,0.00375266,0.00428231,45.33984
c21_3_d2.col,21,105,8,2G,,,both,False,True,336,1533.0,Cadical,OPTIMAL,7,0.000534302,0.00528162,0.00581592,45.41016
c21_4_d1.col,21,105,11,2G,,,both,False,True,462,2121.0,Cadical,OPTIMAL,9,0.000805385,0.00392174,0.00472713,45.89844
c21_4_d2.col,21,105,11,2G,,,both,False,True,462,2121.0,Cadical,OPTIMAL,9,0.000776139,0.00347149,0.00424763,45.40234
c21_5_d1.col,21,105,8,2G,,,both,False,True,336,1533.0,Cadical,OPTIMAL,7,0.000545339,0.00478285,0.00532819,45.71094
c21_5_d2.col,21,105,8,2G,,,both,False,True,336,1533.0,Cadical,OPTIMAL,7,0.000544736,0.0050483,0.00559303,45.47266
c21_6_d1.col,21,105,11,2G,,,both,False,True,462,2121.0,Cadical,OPTIMAL,9,0.000818399,0.00332913,0.00414753,45.40234
c21_6_d2.col,21,105,11,2G,,,both,False,True,462,2121.0,Cadical,OPTIMAL,9,0.000817158,0.00468919,0.00550635,45.34766
c21_7_d1.col,21,105,8,2G,,,both,False,True,336,1533.0,Cadical,OPTIMAL,7,0.000544974,0.00406828,0.00461325,45.86719
c21_7_d2.col,21,105,8,2G,,,both,False,True,336,1533.0,Cadical,OPTIMAL,7,0.000641818,0.00383208,0.0044739,45.41016
c21_8_d1.col,21,105,11,2G,,,both,False,True,462,2121.0,Cadical,OPTIMAL,9,0.000800835,0.00468122,0.00548205,45.53516
c21_8_d2.col,21,105,11,2G,,,both,False,True,462,2121.0,Cadical,OPTIMAL,9,0.000770991,0.00453398,0.00530497,45.47266
c55_1_d1.col,55,362,8,2G,,,both,False,True,880,4711.0,Cadical,OPTIMAL,7,0.00151227,0.00420852,0.0057208,45.77344
c55_2_d2.col,55,362,8,2G,,,both,False,True,880,4711.0,Cadical,OPTIMAL,7,0.0015162,0.00369818,0.00521438,45.71484
GEOM100.col,100,547,64,X,,fixed-width,,True,True,12500,89546.0,Cadical,OPTIMAL,50,0.539907,0.711148,1.25105,79.94141
GEOM100a.col,100,992,91,X,,fixed-width,,True,True,17100,187465.0,Cadical,OPTIMAL,66,2.01444,126.331,128.345,117.28906
GEOM100b.col,100,1050,121,X,,fixed-width,,True,True,18100,208542.0,Cadical,OPTIMAL,71,5.19118,194.486,199.678,135.03125
GEOM110.col,110,638,64,X,,fixed-width,,True,True,13750,102299.0,Cadical,OPTIMAL,50,0.617943,0.855973,1.47392,84.08203
GEOM110a.col,110,1207,109,X,,fixed-width,,True,True,19470,234852.0,Cadical,OPTIMAL,69,4.39989,145.79,150.19,131.14453
GEOM110b.col,110,1256,121,X,,fixed-width,,True,True,22000,269667.0,Cadical,OPTIMAL,77,5.53821,876.096,881.634,177.16016
GEOM120.col,120,773,73,X,,fixed-width,,True,True,18000,144309.0,Cadical,OPTIMAL,59,0.870221,3.82291,4.69313,94.09766
GEOM120a.col,120,1434,109,X,,fixed-width,,True,True,25200,326260.0,Cadical,OPTIMAL,82,3.88786,925.112,929.0,204.94922
GEOM120b.col,120,1491,123,X,,fixed-width,,True,True,26280,341216.0,Cadical,OPTIMAL,83,6.30498,3050.12,3056.42,266.67188
GEOM20.col,20,20,24,X,,fixed-width,,True,True,906,2759.0,Cadical,OPTIMAL,21,0.006416,0.00151876,0.00793476,46.01172
GEOM20a.col,20,37,24,X,,fixed-width,,True,True,873,3138.0,Cadical,OPTIMAL,20,0.00622743,0.00183487,0.0080623,45.39844
GEOM20b.col,20,32,16,X,,fixed-width,,True,True,440,1398.0,Cadical,OPTIMAL,13,0.00372865,0.0006258,0.00435445,45.94531
GEOM30.col,30,50,33,X,,fixed-width,,True,True,1800,6754.0,Cadical,OPTIMAL,28,0.0202863,0.00453492,0.0248212,45.51953
GEOM30a.col,30,81,32,X,,fixed-width,,True,True,1740,8054.0,Cadical,OPTIMAL,27,0.0197598,0.00699712,0.0267569,45.88672
GEOM30b.col,30,81,27,X,,fixed-width,,True,True,1680,7525.0,Cadical,OPTIMAL,26,0.00728869,0.00142138,0.00871006,45.33594
GEOM40.col,40,78,33,X,,fixed-width,,True,True,2393,9411.0,Cadical,OPTIMAL,28,0.0234465,0.00426932,0.0277158,45.39453
GEOM40a.col,40,146,50,X,,fixed-width,,True,True,3400,18818.0,Cadical,OPTIMAL,37,0.1091,0.0375245,0.146624,56.67188
GEOM40b.col,40,157,40,X,,fixed-width,,True,True,3080,17338.0,Cadical,OPTIMAL,33,0.0529215,0.0121236,0.0650451,45.33594
GEOM50.col,50,127,36,X,,fixed-width,,True,True,2993,13169.0,Cadical,OPTIMAL,28,0.0488994,0.00668296,0.0555824,45.39844
GEOM50a.col,50,238,61,X,,fixed-width,,True,True,6250,41718.0,Cadical,OPTIMAL,50,0.189646,0.451561,0.641207,64.26953
GEOM50b.col,50,249,54,X,,fixed-width,,True,True,4050,26387.0,Cadical,OPTIMAL,35,0.239044,0.0781075,0.317152,59.53125
GEOM60.col,60,185,36,X,,fixed-width,,True,True,4620,23232.0,Cadical,OPTIMAL,33,0.0367416,0.00586756,0.0426091,45.82031
GEOM60a.col,60,339,61,X,,fixed-width,,True,True,7500,55566.0,Cadical,OPTIMAL,50,0.246629,0.660418,0.907047,69.55078
GEOM60b.col,60,366,63,X,,fixed-width,,True,True,6000,45057.0,Cadical,OPTIMAL,41,0.454908,1.18255,1.63745,67.72266
GEOM70.col,70,267,44,X,,fixed-width,,True,True,6580,36454.0,Cadical,OPTIMAL,38,0.10185,0.0375714,0.139421,59.69922
GEOM70a.col,70,459,72,X,,fixed-width,,True,True,10780,89431.0,Cadical,OPTIMAL,61,0.404935,3.26083,3.66576,81.51562
GEOM70b.col,70,488,76,X,,fixed-width,,True,True,8330,67278.0,Cadical,OPTIMAL,47,0.902482,3.51204,4.41452,77.97656
GEOM80.col,80,349,54,X,,fixed-width,,True,True,8000,49335.0,Cadical,OPTIMAL,41,0.286099,0.055138,0.341237,63.61719
GEOM80a.col,80,612,79,X,,fixed-width,,True,True,12640,116542.0,Cadical,OPTIMAL,63,0.787223,6.14097,6.9282,87.92578
GEOM80b.col,80,663,98,X,,fixed-width,,True,True,12160,115750.0,Cadical,OPTIMAL,60,2.03438,6.24194,8.27633,94.98438
GEOM90.col,90,441,54,X,,fixed-width,,True,True,9900,65091.0,Cadical,OPTIMAL,46,0.239169,0.0791998,0.318369,68.12891
GEOM90a.col,90,789,80,X,,fixed-width,,True,True,14220,143765.0,Cadical,OPTIMAL,63,1.04984,11.7877,12.8375,97.17969
GEOM90b.col,90,860,109,X,,fixed-width,,True,True,15930,170317.0,Cadical,OPTIMAL,69,3.10833,77.6647,80.7731,113.65234
c21_1_d1.col,21,105,8,X,,fixed-width,,True,True,231,948.0,Cadical,OPTIMAL,7,0.0011103,0.00269957,0.00380987,45.88672
c21_1_d2.col,21,105,8,X,,fixed-width,,True,True,231,948.0,Cadical,OPTIMAL,7,0.00111295,0.00258477,0.00369772,45.88672
c21_2_d1.col,21,105,11,X,,fixed-width,,True,True,315,1918.0,Cadical,OPTIMAL,9,0.00316248,0.00162264,0.00478511,45.33594
c21_2_d2.col,21,105,11,X,,fixed-width,,True,True,315,1918.0,Cadical,OPTIMAL,9,0.00328989,0.00224857,0.00553845,45.45703
c21_3_d1.col,21,105,8,X,,fixed-width,,True,True,231,948.0,Cadical,OPTIMAL,7,0.00111822,0.00299064,0.00410887,45.69531
c21_3_d2.col,21,105,8,X,,fixed-width,,True,True,231,948.0,Cadical,OPTIMAL,7,0.00112275,0.00222986,0.00335261,45.46094
c21_4_d1.col,21,105,11,X,,fixed-width,,True,True,315,1918.0,Cadical,OPTIMAL,9,0.00267225,0.00137746,0.00404971,45.82422
c21_4_d2.col,21,105,11,X,,fixed-width,,True,True,315,1918.0,Cadical,OPTIMAL,9,0.00282142,0.00143208,0.00425351,45.88281
c21_5_d1.col,21,105,8,X,,fixed-width,,True,True,231,948.0,Cadical,OPTIMAL,7,0.00110908,0.00280612,0.0039152,45.02344
c21_5_d2.col,21,105,8,X,,fixed-width,,True,True,231,948.0,Cadical,OPTIMAL,7,0.00112708,0.0026904,0.00381748,45.69922
c21_6_d1.col,21,105,11,X,,fixed-width,,True,True,315,1918.0,Cadical,OPTIMAL,9,0.00269616,0.00149164,0.00418781,45.39453
c21_6_d2.col,21,105,11,X,,fixed-width,,True,True,315,1918.0,Cadical,OPTIMAL,9,0.0023093,0.00136007,0.00366937,45.69922
c21_7_d1.col,21,105,8,X,,fixed-width,,True,True,231,948.0,Cadical,OPTIMAL,7,0.00113679,0.00275523,0.00389202,45.92969
c21_7_d2.col,21,105,8,X,,fixed-width,,True,True,231,948.0,Cadical,OPTIMAL,7,0.00113846,0.00270142,0.00383987,46.32422
c21_8_d1.col,21,105,11,X,,fixed-width,,True,True,315,1918.0,Cadical,OPTIMAL,9,0.00309881,0.00214023,0.00523904,45.33594
c21_8_d2.col,21,105,11,X,,fixed-width,,True,True,315,1918.0,Cadical,OPTIMAL,9,0.00337786,0.00195601,0.00533387,45.58594
c55_1_d1.col,55,362,8,X,,fixed-width,,True,True,605,3000.0,Cadical,OPTIMAL,7,0.00280011,0.00509331,0.00789342,45.52344
c55_2_d2.col,55,362,8,X,,fixed-width,,True,True,605,3000.0,Cadical,OPTIMAL,7,0.00271725,0.00513416,0.00785141,45.39844
GEOM100.col,100,547,64,2G,,,,False,True,9800,46303.0,Kissat,OPTIMAL,50,0.149044,0.958842,1.10789,67.42969
GEOM100a.col,100,992,91,2G,,,,False,True,13000,90380.0,Kissat,OPTIMAL,66,0.482375,190.908,191.39,98.27344
GEOM100b.col,100,1050,121,2G,,,,False,True,14000,101400.0,Kissat,OPTIMAL,71,1.18782,100.845,102.032,101.90625
GEOM110.col,110,638,64,2G,,,,False,True,10780,52712.0,Kissat,OPTIMAL,50,0.165985,0.980509,1.14649,69.85938
GEOM110a.col,110,1207,109,2G,,,,False,True,14960,111886.0,Kissat,OPTIMAL,69,1.03486,166.153,167.188,119.27344
GEOM110b.col,110,1256,121,2G,,,,False,True,16720,128786.0,Kissat,OPTIMAL,77,1.28753,228.237,229.525,144.54297
GEOM120.col,120,773,73,2G,,,,False,True,13920,72554.0,Kissat,OPTIMAL,59,0.228984,2.74864,2.97763,73.27344
GEOM120a.col,120,1434,109,2G,,,,False,True,19440,154914.0,Kissat,OPTIMAL,82,0.88276,204.922,205.805,140.32422
GEOM120b.col,120,1491,123,2G,,,,False,True,19680,161502.0,Kissat,OPTIMAL,83,1.429,3039.75,3041.18,207.05078
GEOM20.col,20,20,24,2G,,,,False,True,800,1980.0,Kissat,OPTIMAL,21,0.00215782,0.0155986,0.0177564,45.46094
GEOM20a.col,20,37,24,2G,,,,False,True,760,2203.0,Kissat,OPTIMAL,20,0.00310009,0.0203398,0.0234399,45.33594
GEOM20b.col,20,32,16,2G,,,,False,True,480,1324.0,Kissat,OPTIMAL,13,0.00147832,0.0139742,0.0154525,45.81641
GEOM30.col,30,50,33,2G,,,,False,True,1620,4560.0,Kissat,OPTIMAL,28,0.00494612,0.030066,0.0350121,45.26562
GEOM30a.col,30,81,32,2G,,,,False,True,1560,5196.0,Kissat,OPTIMAL,27,0.00578576,0.0315805,0.0373663,45.46094
GEOM30b.col,30,81,27,2G,,,,False,True,1500,4995.0,Kissat,OPTIMAL,26,0.0029592,0.0131221,0.0160813,45.21094
GEOM40.col,40,78,33,2G,,,,False,True,2160,6386.0,Kissat,OPTIMAL,28,0.00954488,0.0354067,0.0449516,45.39062
GEOM40a.col,40,146,50,2G,,,,False,True,2880,10976.0,Kissat,OPTIMAL,37,0.0299136,0.142291,0.172204,52.91797
GEOM40b.col,40,157,40,2G,,,,False,True,2560,10104.0,Kissat,OPTIMAL,33,0.0142308,0.0640031,0.0782338,45.76172
GEOM50.col,50,127,36,2G,,,,False,True,2700,8779.0,Kissat,OPTIMAL,28,0.0153597,0.0560651,0.0714249,45.26953
GEOM50a.col,50,238,61,2G,,,,False,True,4900,21412.0,Kissat,OPTIMAL,50,0.0497783,0.523771,0.57355,63.29297
GEOM50b.col,50,249,54,2G,,,,False,True,3400,15216.0,Kissat,OPTIMAL,35,0.0631642,0.391936,0.4551,62.34375
GEOM60.col,60,185,36,2G,,,,False,True,3840,13540.0,Kissat,OPTIMAL,33,0.0113891,0.036501,0.0478901,45.26562
GEOM60a.col,60,339,61,2G,,,,False,True,5880,28311.0,Kissat,OPTIMAL,50,0.0648462,0.600277,0.665123,64.95312
GEOM60b.col,60,366,63,2G,,,,False,True,4800,24180.0,Kissat,OPTIMAL,41,0.124936,0.898669,1.02361,64.14062
GEOM70.col,70,267,44,2G,,,,False,True,5180,20169.0,Kissat,OPTIMAL,38,0.0304236,0.090785,0.121209,61.82812
GEOM70a.col,70,459,72,2G,,,,False,True,8400,44270.0,Kissat,OPTIMAL,61,0.105199,3.1496,3.2548,68.82422
GEOM70b.col,70,488,76,2G,,,,False,True,6440,35258.0,Kissat,OPTIMAL,47,0.231424,3.31113,3.54256,68.02734
GEOM80.col,80,349,54,2G,,,,False,True,6400,26680.0,Kissat,OPTIMAL,41,0.0777542,0.237359,0.315114,63.61328
GEOM80a.col,80,612,79,2G,,,,False,True,9920,57704.0,Kissat,OPTIMAL,63,0.18928,5.82209,6.01137,73.24219
GEOM80b.col,80,663,98,2G,,,,False,True,9440,57917.0,Kissat,OPTIMAL,60,0.503752,4.62224,5.126,73.95312
GEOM90.col,90,441,54,2G,,,,False,True,8100,35955.0,Kissat,OPTIMAL,46,0.0688654,0.247167,0.316032,64.60938
GEOM90a.col,90,789,80,2G,,,,False,True,11160,71148.0,Kissat,OPTIMAL,63,0.253873,6.16387,6.41775,75.47656
GEOM90b.col,90,860,109,2G,,,,False,True,12240,82870.0,Kissat,OPTIMAL,69,0.753225,50.0477,50.8009,87.44922
c21_1_d1.col,21,105,8,2G,,,,False,True,252,1113.0,Kissat,OPTIMAL,7,0.000614545,0.0111531,0.0117677,45.88281
c21_1_d2.col,21,105,8,2G,,,,False,True,252,1113.0,Kissat,OPTIMAL,7,0.000571835,0.00997078,0.0105426,45.14844
c21_2_d1.col,21,105,11,2G,,,,False,True,336,1491.0,Kissat,OPTIMAL,9,0.000802574,0.0144809,0.0152834,45.58594
c21_2_d2.col,21,105,11,2G,,,,False,True,336,1491.0,Kissat,OPTIMAL,9,0.00124596,0.0140647,0.0153107,45.45312
c21_3_d1.col,21,105,8,2G,,,,False,True,252,1113.0,Kissat,OPTIMAL,7,0.000390706,0.0109341,0.0113248,45.20312
c21_3_d2.col,21,105,8,2G,,,,False,True,252,1113.0,Kissat,OPTIMAL,7,0.000580739,0.0113897,0.0119704,45.21094
c21_4_d1.col,21,105,11,2G,,,,False,True,336,1491.0,Kissat,OPTIMAL,9,0.00122097,0.0157493,0.0169703,45.21094
c21_4_d2.col,21,105,11,2G,,,,False,True,336,1491.0,Kissat,OPTIMAL,9,0.00126502,0.0144505,0.0157155,45.45312
c21_5_d1.col,21,105,8,2G,,,,False,True,252,1113.0,Kissat,OPTIMAL,7,0.000600651,0.0114003,0.0120009,45.75781
c21_5_d2.col,21,105,8,2G,,,,False,True,252,1113.0,Kissat,OPTIMAL,7,0.00040969,0.0107317,0.0111414,45.58594
c21_6_d1.col,21,105,11,2G,,,,False,True,336,1491.0,Kissat,OPTIMAL,9,0.00127215,0.014029,0.0153012,45.81641
c21_6_d2.col,21,105,11,2G,,,,False,True,336,1491.0,Kissat,OPTIMAL,9,0.00125913,0.0151852,0.0164444,45.82422
c21_7_d1.col,21,105,8,2G,,,,False,True,252,1113.0,Kissat,OPTIMAL,7,0.000588268,0.0116537,0.012242,45.44141
c21_7_d2.col,21,105,8,2G,,,,False,True,252,1113.0,Kissat,OPTIMAL,7,0.00057806,0.0110592,0.0116372,45.39844
c21_8_d1.col,21,105,11,2G,,,,False,True,336,1491.0,Kissat,OPTIMAL,9,0.0012753,0.0143357,0.015611,45.39844
c21_8_d2.col,21,105,11,2G,,,,False,True,336,1491.0,Kissat,OPTIMAL,9,0.00123723,0.0144948,0.015732,45.39844
c55_1_d1.col,55,362,8,2G,,,,False,True,660,3437.0,Kissat,OPTIMAL,7,0.00162399,0.0140167,0.0156406,45.76172
c55_2_d2.col,55,362,8,2G,,,,False,True,660,3437.0,Kissat,OPTIMAL,7,0.00162428,0.0143986,0.0160229,45.52344
GEOM100.col,100,547,64,2L,,,x,False,True,12800,62008.0,Cadical,OPTIMAL,50,0.0162408,0.3513,0.36754,67.42188
GEOM100a.col,100,992,91,2L,,,x,False,True,18200,129172.0,Cadical,OPTIMAL,66,0.037104,225.587,225.624,149.23438
GEOM100b.col,100,1050,121,2L,,,x,False,True,24200,180450.0,Cadical,OPTIMAL,71,0.0520747,86.019,86.0711,124.87109
GEOM110.col,110,638,64,2L,,,x,False,True,14080,70532.0,Cadical,OPTIMAL,50,0.0194585,0.403862,0.42332,69.39453
GEOM110a.col,110,1207,109,2L,,,x,False,True,23980,183923.0,Cadical,OPTIMAL,69,0.0508662,47.6473,47.6982,120.77344
GEOM110b.col,110,1256,121,2L,,,x,False,True,26620,210056.0,Cadical,OPTIMAL,77,0.0579826,265.965,266.023,157.06641
GEOM120.col,120,773,73,2L,,,x,False,True,17520,93149.0,Cadical,OPTIMAL,59,0.0343802,1.40377,1.43815,76.26172
GEOM120a.col,120,1434,109,2L,,,x,False,True,26160,211866.0,Cadical,OPTIMAL,82,0.0597818,159.559,159.618,135.52344
GEOM120b.col,120,1491,123,2L,,,x,False,True,29520,247233.0,Cadical,OPTIMAL,83,0.0718096,2986.02,2986.09,277.99609
GEOM20.col,20,20,24,2L,,,x,False,True,960,2460.0,Cadical,OPTIMAL,21,0.00111116,0.00108403,0.0021952,45.40234
GEOM20a.col,20,37,24,2L,,,x,False,True,960,2888.0,Cadical,OPTIMAL,20,0.00108545,0.0014226,0.00250805,45.27734
GEOM20b.col,20,32,16,2L,,,x,False,True,640,1852.0,Cadical,OPTIMAL,13,0.000472152,0.000372415,0.000844567,45.32031
GEOM30.col,30,50,33,2L,,,x,False,True,1980,5760.0,Cadical,OPTIMAL,28,0.00174775,0.00303606,0.00478381,45.32031
GEOM30a.col,30,81,32,2L,,,x,False,True,1920,6582.0,Cadical,OPTIMAL,27,0.00238585,0.00368736,0.00607321,45.95312
GEOM30b.col,30,81,27,2L,,,x,False,True,1620,5457.0,Cadical,OPTIMAL,26,0.00201167,0.00107678,0.00308844,45.21484
GEOM40.col,40,78,33,2L,,,x,False,True,2640,8054.0,Cadical,OPTIMAL,28,0.00232703,0.00391644,0.00624347,45.80859
GEOM40a.col,40,146,50,2L,,,x,False,True,4000,15820.0,Cadical,OPTIMAL,37,0.00622139,0.0308003,0.0370217,45.33984
GEOM40b.col,40,157,40,2L,,,x,False,True,3200,12960.0,Cadical,OPTIMAL,33,0.0049469,0.0156522,0.0205991,45.33984
GEOM50.col,50,127,36,2L,,,x,False,True,3600,12172.0,Cadical,OPTIMAL,28,0.00375976,0.00435672,0.00811647,45.39844
GEOM50a.col,50,238,61,2L,,,x,False,True,6100,27268.0,Cadical,OPTIMAL,50,0.00735056,0.269728,0.277079,59.29297
GEOM50b.col,50,249,54,2L,,,x,False,True,5400,25196.0,Cadical,OPTIMAL,35,0.00690186,0.171334,0.178235,57.57031
GEOM60.col,60,185,36,2L,,,x,False,True,4320,15480.0,Cadical,OPTIMAL,33,0.00415745,0.00553479,0.00969224,45.32031
GEOM60a.col,60,339,61,2L,,,x,False,True,7320,35979.0,Cadical,OPTIMAL,50,0.011163,0.336495,0.347658,61.27734
