run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000076000,0.000075713
2,1,1,0.000054000,0.000053272
3,2,1,0.000032000,0.000031266
4,3,1,0.000021000,0.000019892
5,4,1,0.000076000,0.000075519
6,5,1,0.000019000,0.000019138
7,6,1,0.000033000,0.000033062
8,7,1,0.000060000,0.000059189
9,8,1,0.000066000,0.000065315
10,9,1,0.000031000,0.000029984
11,10,1,0.000018000,0.000017967
12,11,1,0.000024000,0.000023969
13,12,1,0.000029000,0.000028049
14,13,1,0.000017000,0.000016688
15,14,1,0.000040000,0.000040496
16,15,1,0.000018000,0.000017399
17,16,1,0.000019000,0.000018952
18,17,1,0.000022000,0.000022161
19,18,1,0.000039000,0.000039237
20,19,1,0.000019000,0.000018869
