run,seed,success,cpu_seconds,wall_seconds
1,0,0,70.822997000,70.825064041
2,1,0,70.837943000,70.839938566
3,2,0,71.018891000,71.021001976
4,3,0,71.196087000,71.198078385
5,4,0,70.933292000,70.935336488
6,5,0,71.131000000,71.133753044
7,6,0,71.145288000,71.148240231
8,7,0,70.983011000,70.985143967
9,8,0,71.037229000,71.039423252
10,9,0,71.051599000,71.053728888
11,10,0,71.014581000,71.016483318
12,11,0,70.914153000,70.916031470
13,12,0,70.964622000,70.967130003
14,13,0,71.084334000,71.086101684
15,14,0,71.132028000,71.134001261
16,15,0,70.836821000,70.838805338
17,16,0,71.042138000,71.044328578
18,17,0,71.136797000,71.138882110
19,18,0,70.914560000,70.917098775
20,19,0,71.055444000,71.057632399
