run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000040000,0.000038712
2,1,1,0.000019000,0.000019203
3,2,1,0.000022000,0.000021531
4,3,1,0.000020000,0.000019689
5,4,1,0.000021000,0.000020998
6,5,1,0.000021000,0.000021499
7,6,1,0.000021000,0.000020401
8,7,1,0.000020000,0.000019994
9,8,1,0.000017000,0.000017244
10,9,1,0.000021000,0.000020595
11,10,1,0.000018000,0.000017461
12,11,1,0.000020000,0.000019791
13,12,1,0.000021000,0.000020571
14,13,1,0.000021000,0.000021662
15,14,1,0.000021000,0.000020606
16,15,1,0.000021000,0.000020909
17,16,1,0.000018000,0.000018424
18,17,1,0.000019000,0.000018551
19,18,1,0.000022000,0.000021335
20,19,1,0.000019000,0.000018405
