run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000043000,0.000043000
2,1,1,0.000020000,0.000019730
3,2,1,0.000021000,0.000020415
4,3,1,0.000020000,0.000019776
5,4,1,0.000020000,0.000020306
6,5,1,0.000021000,0.000020531
7,6,1,0.000020000,0.000019312
8,7,1,0.000021000,0.000020336
9,8,1,0.000020000,0.000019273
10,9,1,0.000018000,0.000017656
11,10,1,0.000020000,0.000019542
12,11,1,0.000021000,0.000020430
13,12,1,0.000021000,0.000020435
14,13,1,0.000019000,0.000018980
15,14,1,0.000019000,0.000018282
16,15,1,0.000020000,0.000019088
17,16,1,0.000017000,0.000016882
18,17,1,0.000018000,0.000018370
19,18,1,0.000018000,0.000018160
20,19,1,0.000019000,0.000018946
