run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001226000,0.001221650
2,1,1,0.001208000,0.001207311
3,2,1,0.000990000,0.000989033
4,3,1,0.001278000,0.001278003
5,4,1,0.001724000,0.001722037
6,5,1,0.000899000,0.000898176
7,6,1,0.000933000,0.000932530
8,7,1,0.001122000,0.001121255
9,8,1,0.000887000,0.000887188
10,9,1,0.001155000,0.001154716
11,10,1,0.002016000,0.002013459
12,11,1,0.001079000,0.001078875
13,12,1,0.001223000,0.001221234
14,13,1,0.001453000,0.001450053
15,14,1,0.001525000,0.001521444
16,15,1,0.001460000,0.001459114
17,16,1,0.001091000,0.001090345
18,17,1,0.001110000,0.001109805
19,18,1,0.000997000,0.000996145
20,19,1,0.001067000,0.001066559
