run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001039000,0.001037507
2,1,1,0.001053000,0.001052439
3,2,1,0.000952000,0.000951418
4,3,1,0.001239000,0.001238496
5,4,1,0.001039000,0.001038850
6,5,1,0.001085000,0.001083785
7,6,1,0.000991000,0.000991416
8,7,1,0.001047000,0.001046494
9,8,1,0.001023000,0.001022401
10,9,1,0.001124000,0.001124025
11,10,1,0.001255000,0.001254070
12,11,1,0.001080000,0.001079668
13,12,1,0.001075000,0.001074347
14,13,1,0.001197000,0.001206909
15,14,1,0.001118000,0.001117193
16,15,1,0.001094000,0.001093705
17,16,1,0.001051000,0.001050428
18,17,1,0.001153000,0.001152881
19,18,1,0.001168000,0.001168339
20,19,1,0.001151000,0.001150194
