run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001249000,0.001247505
2,1,1,0.000985000,0.000984080
3,2,1,0.000959000,0.000957855
4,3,1,0.001046000,0.001044591
5,4,1,0.000981000,0.000980009
6,5,1,0.001033000,0.001032320
7,6,1,0.001226000,0.001224332
8,7,1,0.001173000,0.001173331
9,8,1,0.001117000,0.001116693
10,9,1,0.001022000,0.001021712
11,10,1,0.001811000,0.001807044
12,11,1,0.001138000,0.001137361
13,12,1,0.001117000,0.001116844
14,13,1,0.001083000,0.001082301
15,14,1,0.001210000,0.001208527
16,15,1,0.000951000,0.000949873
17,16,1,0.000936000,0.000936268
18,17,1,0.000934000,0.000933574
19,18,1,0.001047000,0.001046479
20,19,1,0.000963000,0.000962801
