run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.003473000,0.003471188
2,1,1,0.003425000,0.003424033
3,2,1,0.001063000,0.001061721
4,3,1,0.001744000,0.001743981
5,4,1,0.001395000,0.001394766
6,5,1,0.004049000,0.004047060
7,6,1,0.001531000,0.001530386
8,7,1,0.003231000,0.003230275
9,8,1,0.001414000,0.001413235
10,9,1,0.002607000,0.002601694
11,10,1,0.001147000,0.001146016
12,11,1,0.001894000,0.001893967
13,12,1,0.001542000,0.001541402
14,13,1,0.002129000,0.002128431
15,14,1,0.001323000,0.001322958
16,15,1,0.001301000,0.001299742
17,16,1,0.004398000,0.004390155
18,17,1,0.001652000,0.001650558
19,18,1,0.001477000,0.001476292
20,19,1,0.002172000,0.002169534
