run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000402000,0.000400757
2,1,1,0.000485000,0.000483910
3,2,1,0.000398000,0.000398036
4,3,1,0.000456000,0.000455790
5,4,1,0.000435000,0.000434948
6,5,1,0.000476000,0.000475646
7,6,1,0.000430000,0.000430195
8,7,1,0.000448000,0.000448179
9,8,1,0.000491000,0.000490897
10,9,1,0.000594000,0.000592896
11,10,1,0.000416000,0.000416029
12,11,1,0.000531000,0.000530654
13,12,1,0.000397000,0.000396579
14,13,1,0.000531000,0.000531154
15,14,1,0.000494000,0.000494229
16,15,1,0.000384000,0.000383600
17,16,1,0.000525000,0.000524664
18,17,1,0.000467000,0.000466946
19,18,1,0.000458000,0.000457878
20,19,1,0.000519000,0.000518160
