run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.011524000,0.011587459
2,1,1,0.011611000,0.011609792
3,2,1,0.002552000,0.002551649
4,3,1,0.005293000,0.005291820
5,4,1,0.003386000,0.003384712
6,5,1,0.003298000,0.003297913
7,6,1,0.007454000,0.007453367
8,7,1,0.016795000,0.016794229
9,8,1,0.002123000,0.002121801
10,9,1,0.000991000,0.000990920
11,10,1,0.008871000,0.008870048
12,11,1,0.002728000,0.002728543
13,12,1,0.005179000,0.005178603
14,13,1,0.008209000,0.008207745
15,14,1,0.007451000,0.007450709
16,15,1,0.002704000,0.002703129
17,16,1,0.001473000,0.001472447
18,17,1,0.003217000,0.003216127
19,18,1,0.003359000,0.003359114
20,19,1,0.000863000,0.000863245
