run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001193000,0.001192273
2,1,1,0.001197000,0.001196380
3,2,1,0.001107000,0.001106673
4,3,1,0.001145000,0.001145421
5,4,1,0.001198000,0.001198004
6,5,1,0.001141000,0.001141435
7,6,1,0.001071000,0.001071128
8,7,1,0.001156000,0.001155391
9,8,1,0.001176000,0.001176040
10,9,1,0.001111000,0.001111390
11,10,1,0.001176000,0.001175799
12,11,1,0.001180000,0.001179868
13,12,1,0.001531000,0.001530281
14,13,1,0.001218000,0.001218558
15,14,1,0.001156000,0.001155831
16,15,1,0.001133000,0.001132869
17,16,1,0.001125000,0.001124810
18,17,1,0.001110000,0.001110000
19,18,1,0.001201000,0.001200013
20,19,1,0.001069000,0.001068912
