run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000839000,0.000837653
2,1,1,0.000760000,0.000759384
3,2,1,0.000496000,0.000494905
4,3,1,0.000423000,0.000422634
5,4,1,0.001012000,0.001012366
6,5,1,0.000797000,0.000796704
7,6,1,0.001883000,0.001882348
8,7,1,0.000453000,0.000452160
9,8,1,0.000432000,0.000431788
10,9,1,0.000604000,0.000603584
11,10,1,0.001128000,0.001127484
12,11,1,0.000595000,0.000595388
13,12,1,0.000660000,0.000660039
14,13,1,0.001249000,0.001249227
15,14,1,0.000620000,0.000619722
16,15,1,0.001445000,0.001444452
17,16,1,0.000575000,0.000574560
18,17,1,0.001981000,0.001981136
19,18,1,0.001668000,0.001667148
20,19,1,0.001398000,0.001397419
