run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.023775000,0.023773544
2,1,1,0.023590000,0.023588964
3,2,1,0.028309000,0.028308658
4,3,1,0.020174000,0.020173273
5,4,1,0.001874000,0.001873616
6,5,1,0.001766000,0.001765865
7,6,1,0.014612000,0.014612212
8,7,1,0.009063000,0.009062655
9,8,1,0.020771000,0.020769698
10,9,1,0.072700000,0.072698944
11,10,1,0.057719000,0.057717410
12,11,1,0.019669000,0.019668222
13,12,1,0.015254000,0.015253025
14,13,1,0.026896000,0.026895538
15,14,1,0.068929000,0.068934300
16,15,1,0.032501000,0.032500811
17,16,1,0.011349000,0.011348900
18,17,1,0.041808000,0.041807149
19,18,1,0.024442000,0.024441268
20,19,1,0.006909000,0.006908535
