run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001079000,0.001078372
2,1,1,0.001143000,0.001141910
3,2,1,0.003553000,0.003552364
4,3,1,0.001370000,0.001370124
5,4,1,0.003133000,0.003133320
6,5,1,0.003938000,0.003937775
7,6,1,0.002660000,0.002659669
8,7,1,0.001611000,0.001610153
9,8,1,0.001928000,0.001927592
10,9,1,0.002274000,0.002273846
11,10,1,0.005999000,0.005999345
12,11,1,0.007526000,0.007525317
13,12,1,0.003785000,0.003784843
14,13,1,0.001550000,0.001550334
15,14,1,0.000977000,0.000977005
16,15,1,0.001514000,0.001513579
17,16,1,0.001443000,0.001442567
18,17,1,0.001090000,0.001089739
19,18,1,0.001808000,0.001808109
20,19,1,0.001186000,0.001185944
