run,seed,success,cpu_seconds,wall_seconds
1,0,0,162.435062000,162.439853229
2,1,0,162.794012000,162.802729926
3,2,0,161.934894000,161.939743899
4,3,0,163.106453000,163.111264700
5,4,0,164.370467000,164.374931527
6,5,0,163.394227000,163.399984385
7,6,0,165.870086000,165.875024161
8,7,0,161.653340000,161.657784660
9,8,0,163.677042000,163.681952394
10,9,0,162.664006000,162.668795580
11,10,0,162.213083000,162.217345841
12,11,0,163.239938000,163.245628134
13,12,0,162.404969000,162.416147598
14,13,0,163.494955000,163.500195694
15,14,0,161.834092000,161.838815292
16,15,0,162.597114000,162.601895074
17,16,0,163.307483000,163.312383760
18,17,0,162.017543000,162.023860887
19,18,0,163.103178000,163.109845129
20,19,0,164.383736000,164.391059866
