run,seed,success,cpu_seconds,wall_seconds
1,0,0,104.208608000,104.210629888
2,1,0,104.551030000,104.553655113
3,2,0,103.163078000,103.165431627
4,3,0,104.299752000,104.306122196
5,4,0,104.447592000,104.451085778
6,5,0,103.942399000,103.945581388
7,6,0,102.277882000,102.279752699
8,7,0,103.937547000,103.940049771
9,8,0,102.889648000,102.892299120
10,9,0,103.451261000,103.453874761
11,10,0,103.842829000,103.844693982
12,11,0,102.207322000,102.209668204
13,12,0,104.012913000,104.015414280
14,13,0,102.672658000,102.674366619
15,14,0,103.736816000,103.739753863
16,15,0,102.348073000,102.350532593
17,16,0,102.744588000,102.746821334
18,17,0,103.287412000,103.290081123
19,18,0,103.443971000,103.446717163
20,19,0,103.347560000,103.349617960
