run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000223000,0.000222237
2,1,1,0.000198000,0.000197485
3,2,1,0.000237000,0.000237097
4,3,1,0.000447000,0.000446601
5,4,1,0.000277000,0.000276372
6,5,1,0.000193000,0.000192664
7,6,1,0.000191000,0.000190979
8,7,1,0.000222000,0.000221783
9,8,1,0.000249000,0.000248161
10,9,1,0.000789000,0.000787973
11,10,1,0.000428000,0.000463628
12,11,1,0.000394000,0.000393197
13,12,1,0.000357000,0.000356624
14,13,1,0.000205000,0.000204482
15,14,1,0.000334000,0.000334367
16,15,1,0.000231000,0.000229965
17,16,1,0.000264000,0.000264651
18,17,1,0.000235000,0.000234598
19,18,1,0.000319000,0.000318770
20,19,1,0.000240000,0.000239487
