run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000250000,0.000249143
2,1,1,0.000229000,0.000228769
3,2,1,0.000034000,0.000033449
4,3,1,0.000107000,0.000107758
5,4,1,0.000051000,0.000051139
6,5,1,0.000072000,0.000071894
7,6,1,0.000047000,0.000047404
8,7,1,0.000052000,0.000051420
9,8,1,0.000026000,0.000025645
10,9,1,0.000055000,0.000055613
11,10,1,0.000335000,0.000334350
12,11,1,0.000035000,0.000034134
13,12,1,0.000231000,0.000230432
14,13,1,0.000343000,0.000342535
15,14,1,0.000332000,0.000332274
16,15,1,0.000047000,0.000047369
17,16,1,0.000113000,0.000112320
18,17,1,0.000122000,0.000121302
19,18,1,0.000048000,0.000047995
20,19,1,0.000022000,0.000021991
