run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000053000,0.000052341
2,1,1,0.000024000,0.000023137
3,2,1,0.000025000,0.000024695
4,3,1,0.000022000,0.000021859
5,4,1,0.000021000,0.000021037
6,5,1,0.000023000,0.000022802
7,6,1,0.000024000,0.000023195
8,7,1,0.000020000,0.000019650
9,8,1,0.000024000,0.000023797
10,9,1,0.000021000,0.000020199
11,10,1,0.000036000,0.000035209
12,11,1,0.000020000,0.000020391
13,12,1,0.000022000,0.000021753
14,13,1,0.000036000,0.000035843
15,14,1,0.000026000,0.000025172
16,15,1,0.000028000,0.000027555
17,16,1,0.000020000,0.000020179
18,17,1,0.000030000,0.000030475
19,18,1,0.000028000,0.000028413
20,19,1,0.000023000,0.000022815
