run,seed,success,cpu_seconds,wall_seconds
1,0,0,43.785473000,43.786908243
2,1,0,43.786155000,43.787604613
3,2,0,43.720688000,43.721661290
4,3,0,43.793534000,43.795065116
5,4,0,44.006046000,44.007728803
6,5,0,43.938630000,43.939528247
7,6,0,43.904117000,43.905755388
8,7,0,43.806429000,43.808149920
9,8,0,43.767090000,43.768719587
10,9,0,43.773512000,43.774473584
11,10,0,43.793678000,43.795262005
12,11,0,43.910181000,43.911613427
13,12,0,43.916294000,43.917227605
14,13,0,43.830118000,43.831500586
15,14,0,43.756802000,43.758196387
16,15,0,43.951153000,43.952530855
17,16,0,43.904632000,43.905596817
18,17,0,43.889007000,43.890544654
19,18,0,43.742783000,43.744267275
20,19,0,43.860489000,43.861399451
