run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000639000,0.000638503
2,1,1,0.000622000,0.000621080
3,2,1,0.000577000,0.000576423
4,3,1,0.000785000,0.000784028
5,4,1,0.001177000,0.001176932
6,5,1,0.000327000,0.000327147
7,6,1,0.000952000,0.000952310
8,7,1,0.000761000,0.000761028
9,8,1,0.000625000,0.000642799
10,9,1,0.000665000,0.000665132
11,10,1,0.001963000,0.001962903
12,11,1,0.001236000,0.001235319
13,12,1,0.000355000,0.000354839
14,13,1,0.000533000,0.000532605
15,14,1,0.002796000,0.002795547
16,15,1,0.000460000,0.000459160
17,16,1,0.001983000,0.001982274
18,17,1,0.000429000,0.000428860
19,18,1,0.002344000,0.002343608
20,19,1,0.000739000,0.000737923
