run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000318000,0.000317124
2,1,1,0.000295000,0.000294619
3,2,1,0.000349000,0.000348525
4,3,1,0.000306000,0.000306500
5,4,1,0.000350000,0.000350205
6,5,1,0.000587000,0.000586069
7,6,1,0.000338000,0.000336802
8,7,1,0.000342000,0.000341221
9,8,1,0.000313000,0.000312997
10,9,1,0.000298000,0.000297714
11,10,1,0.000422000,0.000421582
12,11,1,0.000290000,0.000290108
13,12,1,0.000307000,0.000306685
14,13,1,0.000411000,0.000411378
15,14,1,0.000357000,0.000356938
16,15,1,0.000441000,0.000441362
17,16,1,0.000290000,0.000289915
18,17,1,0.000348000,0.000347807
19,18,1,0.000316000,0.000315500
20,19,1,0.000355000,0.000354403
