run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000068000,0.000067456
2,1,1,0.000039000,0.000039163
3,2,1,0.000040000,0.000040027
4,3,1,0.000040000,0.000039332
5,4,1,0.000037000,0.000036263
6,5,1,0.000051000,0.000050834
7,6,1,0.000039000,0.000039290
8,7,1,0.000038000,0.000037912
9,8,1,0.000039000,0.000038688
10,9,1,0.000036000,0.000035961
11,10,1,0.000034000,0.000034663
12,11,1,0.000034000,0.000033872
13,12,1,0.000034000,0.000034360
14,13,1,0.000112000,0.000111168
15,14,1,0.000040000,0.000039677
16,15,1,0.000044000,0.000043332
17,16,1,0.000040000,0.000039954
18,17,1,0.000038000,0.000038233
19,18,1,0.000036000,0.000035653
20,19,1,0.000040000,0.000038969
