run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000092000,0.000092171
2,1,1,0.000058000,0.000057990
3,2,1,0.000038000,0.000038396
4,3,1,0.000054000,0.000053984
5,4,1,0.000061000,0.000060994
6,5,1,0.000043000,0.000043167
7,6,1,0.000055000,0.000054927
8,7,1,0.000044000,0.000043638
9,8,1,0.000046000,0.000045768
10,9,1,0.000043000,0.000042459
11,10,1,0.000039000,0.000038623
12,11,1,0.000037000,0.000036437
13,12,1,0.000056000,0.000055756
14,13,1,0.000037000,0.000036242
15,14,1,0.000048000,0.000047028
16,15,1,0.000069000,0.000068759
17,16,1,0.000044000,0.000043770
18,17,1,0.000049000,0.000049164
19,18,1,0.000039000,0.000038742
20,19,1,0.000049000,0.000048629
