run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000061000,0.000060680
2,1,1,0.000039000,0.000037998
3,2,1,0.000041000,0.000040998
4,3,1,0.000038000,0.000037910
5,4,1,0.000034000,0.000033954
6,5,1,0.000034000,0.000033268
7,6,1,0.000037000,0.000037275
8,7,1,0.000037000,0.000036964
9,8,1,0.000037000,0.000037678
10,9,1,0.000036000,0.000035965
11,10,1,0.000036000,0.000035618
12,11,1,0.000039000,0.000038837
13,12,1,0.000042000,0.000040847
14,13,1,0.000039000,0.000038782
15,14,1,0.000036000,0.000035826
16,15,1,0.000034000,0.000033712
17,16,1,0.000037000,0.000037140
18,17,1,0.000040000,0.000039398
19,18,1,0.000037000,0.000036162
20,19,1,0.000036000,0.000036646
