run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000060000,0.000059401
2,1,1,0.000039000,0.000038069
3,2,1,0.000037000,0.000037104
4,3,1,0.000051000,0.000050599
5,4,1,0.000038000,0.000037827
6,5,1,0.000087000,0.000086151
7,6,1,0.000038000,0.000037202
8,7,1,0.000037000,0.000037438
9,8,1,0.000040000,0.000039162
10,9,1,0.000036000,0.000035575
11,10,1,0.000042000,0.000042026
12,11,1,0.000039000,0.000038442
13,12,1,0.000032000,0.000031084
14,13,1,0.000039000,0.000038449
15,14,1,0.000051000,0.000051447
16,15,1,0.000036000,0.000035865
17,16,1,0.000036000,0.000035663
18,17,1,0.000042000,0.000041945
19,18,1,0.000036000,0.000036465
20,19,1,0.000044000,0.000043867
