run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001095000,0.001094613
2,1,1,0.001107000,0.001106802
3,2,1,0.000465000,0.000464475
4,3,1,0.000161000,0.000160157
5,4,1,0.001012000,0.001012165
6,5,1,0.001114000,0.001113087
7,6,1,0.001509000,0.001508229
8,7,1,0.000674000,0.000673840
9,8,1,0.000185000,0.000184536
10,9,1,0.000853000,0.000852569
11,10,1,0.001466000,0.001465755
12,11,1,0.002828000,0.002827221
13,12,1,0.000327000,0.000327182
14,13,1,0.000391000,0.000390344
15,14,1,0.001182000,0.001181339
16,15,1,0.002158000,0.002157917
17,16,1,0.001007000,0.001006227
18,17,1,0.002747000,0.002746799
19,18,1,0.000337000,0.000336587
20,19,1,0.001230000,0.001229940
