run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000161000,0.000159232
2,1,1,0.000098000,0.000096983
3,2,1,0.000061000,0.000060795
4,3,1,0.000057000,0.000056775
5,4,1,0.000051000,0.000050587
6,5,1,0.000051000,0.000051244
7,6,1,0.000053000,0.000052304
8,7,1,0.000053000,0.000052484
9,8,1,0.000060000,0.000059436
10,9,1,0.000064000,0.000063792
11,10,1,0.000053000,0.000053203
12,11,1,0.000049000,0.000049299
13,12,1,0.000052000,0.000051927
14,13,1,0.000079000,0.000078680
15,14,1,0.000053000,0.000053499
16,15,1,0.000053000,0.000052251
17,16,1,0.000057000,0.000056030
18,17,1,0.000042000,0.000041631
19,18,1,0.000059000,0.000059345
20,19,1,0.000051000,0.000050920
