run,seed,success,cpu_seconds,wall_seconds
1,0,0,46.671050000,46.671917778
2,1,0,46.696666000,46.698183378
3,2,0,46.719843000,46.721560876
4,3,0,46.579511000,46.581385488
5,4,0,46.777513000,46.778515968
6,5,0,46.678232000,46.679735740
7,6,0,46.652844000,46.654357251
8,7,0,46.668451000,46.670085450
9,8,0,46.720830000,46.721709472
10,9,0,46.712257000,46.713759880
11,10,0,46.638620000,46.640017478
12,11,0,46.749709000,46.751263277
13,12,0,46.679585000,46.680565125
14,13,0,46.625562000,46.627050814
15,14,0,46.691576000,46.693203939
16,15,0,46.721161000,46.723040637
17,16,0,46.660855000,46.661815723
18,17,0,46.643306000,46.644885803
19,18,0,46.667538000,46.669361677
20,19,0,46.650359000,46.651850448
