run,seed,success,cpu_seconds,wall_seconds
1,0,0,89.715573000,89.718382242
2,1,0,89.741005000,89.743853385
3,2,0,89.793671000,89.795981610
4,3,0,89.910444000,89.916155905
5,4,0,90.043315000,90.045875321
6,5,0,89.937123000,89.940033882
7,6,0,89.678682000,89.681275993
8,7,0,89.783385000,89.786040168
9,8,0,89.911456000,89.914591966
10,9,0,89.845486000,89.847716254
11,10,0,89.630616000,89.634021882
12,11,0,90.031929000,90.034159284
13,12,0,89.836222000,89.838859479
14,13,0,90.056335000,90.058508170
15,14,0,89.874543000,89.877474090
16,15,0,90.008111000,90.010611642
17,16,0,89.893069000,89.895950476
18,17,0,90.000157000,90.002322464
19,18,0,89.803731000,89.806572556
20,19,0,90.303663000,90.305838501
