run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001264000,0.001263485
2,1,1,0.001215000,0.001213933
3,2,1,0.001168000,0.001172536
4,3,1,0.001236000,0.001235738
5,4,1,0.001105000,0.001104368
6,5,1,0.001165000,0.001164767
7,6,1,0.001106000,0.001105749
8,7,1,0.001015000,0.001014703
9,8,1,0.001134000,0.001133792
10,9,1,0.001137000,0.001137187
11,10,1,0.001123000,0.001123355
12,11,1,0.001207000,0.001207430
13,12,1,0.001025000,0.001023864
14,13,1,0.001112000,0.001111682
15,14,1,0.001021000,0.001020400
16,15,1,0.001153000,0.001153429
17,16,1,0.001227000,0.001226304
18,17,1,0.001094000,0.001093399
19,18,1,0.001133000,0.001132919
20,19,1,0.001161000,0.001160186
