run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001162000,0.001167629
2,1,1,0.001114000,0.001113865
3,2,1,0.001233000,0.001232594
4,3,1,0.001137000,0.001136929
5,4,1,0.001159000,0.001159525
6,5,1,0.001119000,0.001118851
7,6,1,0.001059000,0.001058824
8,7,1,0.001192000,0.001192052
9,8,1,0.001122000,0.001122101
10,9,1,0.001252000,0.001252123
11,10,1,0.001389000,0.001387477
12,11,1,0.001109000,0.001108956
13,12,1,0.001197000,0.001197486
14,13,1,0.001147000,0.001146624
15,14,1,0.001124000,0.001123866
16,15,1,0.001122000,0.001120839
17,16,1,0.001188000,0.001186753
18,17,1,0.001094000,0.001094207
19,18,1,0.001097000,0.001096610
20,19,1,0.001008000,0.001007803
