run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001270000,0.001267829
2,1,1,0.001048000,0.001047238
3,2,1,0.001124000,0.001122791
4,3,1,0.001146000,0.001145626
5,4,1,0.001182000,0.001201327
6,5,1,0.001108000,0.001108064
7,6,1,0.001167000,0.001167229
8,7,1,0.001140000,0.001139048
9,8,1,0.001026000,0.001025595
10,9,1,0.001044000,0.001043544
11,10,1,0.001116000,0.001115758
12,11,1,0.001191000,0.001190569
13,12,1,0.001119000,0.001118251
14,13,1,0.001120000,0.001119714
15,14,1,0.001099000,0.001098415
16,15,1,0.001078000,0.001078300
17,16,1,0.001090000,0.001090537
18,17,1,0.001110000,0.001109083
19,18,1,0.001247000,0.001245867
20,19,1,0.001281000,0.001279299
