run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.002193000,0.002191970
2,1,1,0.002135000,0.002134512
3,2,1,0.004398000,0.004397795
4,3,1,0.002205000,0.002204976
5,4,1,0.003277000,0.003276938
6,5,1,0.002827000,0.002827573
7,6,1,0.003266000,0.003266167
8,7,1,0.001787000,0.001786486
9,8,1,0.002560000,0.002560375
10,9,1,0.002168000,0.002168342
11,10,1,0.003331000,0.003331096
12,11,1,0.002167000,0.002166228
13,12,1,0.003211000,0.003210940
14,13,1,0.003595000,0.003594662
15,14,1,0.002762000,0.002762178
16,15,1,0.001919000,0.001919039
17,16,1,0.002551000,0.002550140
18,17,1,0.003598000,0.003598229
19,18,1,0.002638000,0.002637234
20,19,1,0.003287000,0.003287188
