run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001855000,0.001854041
2,1,1,0.001860000,0.001860136
3,2,1,0.001883000,0.001882789
4,3,1,0.001779000,0.001779120
5,4,1,0.002094000,0.002093804
6,5,1,0.001701000,0.001700497
7,6,1,0.001734000,0.001733999
8,7,1,0.001797000,0.001797131
9,8,1,0.001735000,0.001734206
10,9,1,0.001879000,0.001878878
11,10,1,0.001749000,0.001748746
12,11,1,0.001816000,0.001816027
13,12,1,0.002153000,0.002152769
14,13,1,0.001814000,0.001813235
15,14,1,0.001777000,0.001781278
16,15,1,0.001782000,0.001781911
17,16,1,0.001864000,0.001863604
18,17,1,0.001782000,0.001781266
19,18,1,0.001775000,0.001774477
20,19,1,0.001897000,0.001896768
