run,seed,success,cpu_seconds,wall_seconds
1,0,1,2.541549000,2.541643627
2,1,1,2.588961000,2.588997864
3,2,1,3.439418000,3.439438394
4,3,1,3.586877000,3.586939455
5,4,1,3.576865000,3.576912754
6,5,1,0.421220000,0.421218223
7,6,1,3.278729000,3.278782275
8,7,1,1.686354000,1.686383076
9,8,1,5.276984000,5.277030412
10,9,1,3.316787000,3.316833530
11,10,1,3.001982000,3.002885341
12,11,1,3.538116000,3.538162746
13,12,1,4.060127000,4.060215226
14,13,1,5.168157000,5.168237647
15,14,1,3.379184000,3.379205828
16,15,1,3.213500000,3.213531458
17,16,1,3.079450000,3.079473933
18,17,1,0.138180000,0.138178478
19,18,1,2.926168000,2.926207523
20,19,1,3.782933000,3.782981062
