run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001779000,0.001778796
2,1,1,0.001770000,0.001769264
3,2,1,0.001713000,0.001712729
4,3,1,0.001690000,0.001690135
5,4,1,0.001708000,0.001707527
6,5,1,0.001813000,0.001813201
7,6,1,0.001741000,0.001740877
8,7,1,0.001749000,0.001749225
9,8,1,0.002016000,0.002014810
10,9,1,0.001751000,0.001751104
11,10,1,0.001705000,0.001705016
12,11,1,0.001665000,0.001664545
13,12,1,0.001788000,0.001787772
14,13,1,0.001581000,0.001580246
15,14,1,0.001648000,0.001647710
16,15,1,0.001814000,0.001814331
17,16,1,0.001648000,0.001647975
18,17,1,0.002033000,0.002031922
19,18,1,0.001758000,0.001757428
20,19,1,0.001697000,0.001696479
