run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000054000,0.000053159
2,1,1,0.000038000,0.000037471
3,2,1,0.000024000,0.000024245
4,3,1,0.000029000,0.000028811
5,4,1,0.000041000,0.000040876
6,5,1,0.000022000,0.000022364
7,6,1,0.000023000,0.000023579
8,7,1,0.000026000,0.000025324
9,8,1,0.000027000,0.000026590
10,9,1,0.000021000,0.000020819
11,10,1,0.000024000,0.000024121
12,11,1,0.000022000,0.000021912
13,12,1,0.000019000,0.000017950
14,13,1,0.000025000,0.000024477
15,14,1,0.000034000,0.000033611
16,15,1,0.000020000,0.000020724
17,16,1,0.000021000,0.000020611
18,17,1,0.000023000,0.000022454
19,18,1,0.000024000,0.000023050
20,19,1,0.000024000,0.000023649
