run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000039000,0.000038638
2,1,1,0.000020000,0.000019849
3,2,1,0.000022000,0.000021185
4,3,1,0.000021000,0.000020183
5,4,1,0.000021000,0.000020653
6,5,1,0.000022000,0.000021956
7,6,1,0.000021000,0.000020416
8,7,1,0.000021000,0.000020727
9,8,1,0.000019000,0.000018884
10,9,1,0.000021000,0.000021362
11,10,1,0.000018000,0.000018179
12,11,1,0.000020000,0.000019777
13,12,1,0.000020000,0.000019411
14,13,1,0.000020000,0.000020665
15,14,1,0.000020000,0.000019926
16,15,1,0.000021000,0.000021043
17,16,1,0.000019000,0.000018595
18,17,1,0.000018000,0.000018022
19,18,1,0.000021000,0.000021478
20,19,1,0.000018000,0.000018283
